train_mse_log,val_r2_log,val_rmse_log,val_rmse_price,val_mae_price,val_mape
6.308141774473336,0.5582247376441956,0.5566303730010986,5774.9766,2999.437,43.69501769542694
0.14301493744170415,0.8532330393791199,0.3208339810371399,3713.5142,1887.3008,25.563955307006836
0.09210394879333648,0.8870108723640442,0.28150394558906555,3358.9136,1606.9103,22.035016119480133
0.06687372417902768,0.9251428246498108,0.2291305512189865,2349.3943,1191.7947,18.076176941394806
0.05150875939975016,0.9271409511566162,0.22605179250240326,2113.9812,1080.5253,18.57329159975052
0.051338119391923176,0.8863677978515625,0.28230392932891846,2122.3777,1280.1818,26.575687527656555
0.051363248759480055,0.925557017326355,0.2284957319498062,1989.2545,1052.691,19.33460235595703
0.04590921125750981,0.9123542904853821,0.24793140590190887,2098.6099,1184.9182,22.248171269893646
0.04739671573643201,0.8962138891220093,0.2697961628437042,2207.388,1195.9847,18.881168961524963
0.04635249450063933,0.911512553691864,0.2491191178560257,1964.7175,1099.5594,22.08745628595352
0.04674823296876206,0.8979321122169495,0.2675535976886749,2051.2686,1126.7653,18.76227706670761
0.046153273214325746,0.9146477580070496,0.24466602504253387,1974.5488,1122.2126,21.890980005264282
0.04401098532541927,0.8914667367935181,0.27589744329452515,2239.7625,1216.173,19.271749258041382
0.046731373657926956,0.9344906806945801,0.21434713900089264,1900.0061,987.3373,17.75221675634384
0.041769869203027096,0.9444873929023743,0.19731585681438446,1891.3722,932.65753,15.101738274097443
0.039795337821186896,0.9369405508041382,0.2103009968996048,1963.5522,1053.5791,17.53362864255905
0.040053959786051474,0.9440284967422485,0.19812971353530884,1932.7972,938.2107,15.2687206864357
0.04096445999416156,0.9326561093330383,0.21732783317565918,1870.6654,1010.2692,18.490631878376007
0.039098419220426554,0.9007933139801025,0.26377686858177185,2275.6675,1317.135,24.475255608558655
0.04232238998928226,0.9466910362243652,0.1933598518371582,1902.0416,919.9799,14.335273206233978
0.03937038290496208,0.9456921219825745,0.1951630562543869,1867.201,920.6556,14.134681224822998
0.03851473443759659,0.7082453370094299,0.45235055685043335,2418.4956,1934.2363,51.29371881484985
0.06679786424302289,0.9428172707557678,0.20026208460330963,1913.4481,952.67633,14.584994316101074
0.037989326371396064,0.9475155472755432,0.19185872375965118,1819.4569,901.3627,14.739887416362762
0.03787595092016362,0.9206346273422241,0.2359292209148407,2006.5543,1131.5,20.859253406524658
0.0443488853570622,0.947454035282135,0.1919710785150528,1794.86,892.9585,14.431485533714294
0.038613889550644036,0.9341195225715637,0.2149534970521927,1846.9705,937.6468,15.233616530895233
0.0375004230805773,0.9428973197937012,0.20012184977531433,1790.989,936.50287,16.24617725610733
0.0381251466474957,0.9479336142539978,0.19109304249286652,1794.139,896.85895,14.849822223186493
0.035878410874352784,0.9503878355026245,0.18653498589992523,1765.0706,869.8121,13.80741149187088
0.03607027231400099,0.9203006029129028,0.23642516136169434,1950.3882,1043.8636,16.806253790855408
0.038761678036337885,0.9482075572013855,0.19058971107006073,1820.7067,934.7552,15.11673778295517
0.035350963746240124,0.9483599066734314,0.19030913710594177,1755.108,873.01154,13.858088850975037
0.03515647954567371,0.95119309425354,0.18501491844654083,1751.9043,869.0019,13.986346125602722
0.035131550089561085,0.9490051865577698,0.1891164630651474,1779.9658,903.6482,14.211653172969818
0.035292729329457734,0.9453129768371582,0.19584311544895172,1761.9443,917.07904,15.872260928153992
0.03480623543190442,0.9501148462295532,0.18704748153686523,1775.118,865.9796,14.009454846382141
0.03433341710643874,0.9387224912643433,0.20730829238891602,1867.0815,930.4727,14.582808315753937
0.0345211222599737,0.9508724808692932,0.18562166392803192,1775.0588,861.6414,13.571317493915558
0.03496178360481577,0.9323354959487915,0.21784453094005585,1838.1442,1028.9766,18.93993765115738
0.036173653923708395,0.9517444968223572,0.18396688997745514,1742.8333,857.4639,13.856969773769379
0.034390719306382884,0.9479475021362305,0.19106756150722504,1777.2075,878.45215,14.909781515598297
0.034168146670837195,0.9498618245124817,0.18752120435237885,1860.5872,886.7528,13.850831985473633
0.03352078891624686,0.9399198889732361,0.20527291297912598,1779.3904,954.11975,17.10667461156845
0.036797936054001334,0.9308224320411682,0.2202666848897934,1901.8394,1074.7021,19.198809564113617
0.034059927987796716,0.9488118290901184,0.1894746720790863,1822.3379,885.1142,13.659234344959259
0.03395564344370913,0.946880042552948,0.19301675260066986,2001.6542,947.8722,13.856709003448486
0.035937170425917826,0.9502500295639038,0.18679390847682953,1763.6519,878.7233,13.809692859649658
0.033629346318894845,0.9200120568275452,0.23685277998447418,1971.0472,1148.2932,21.49604856967926
0.03697065413561588,0.9381876587867737,0.20821107923984528,1916.5029,1043.0071,17.667710781097412
0.03433394694643806,0.8569372296333313,0.3167594075202942,2662.1973,1756.1532,32.8416109085083
0.03842546298866255,0.918414294719696,0.23920665681362152,2118.9045,1137.9628,16.953018307685852
0.035631225870265765,0.9363223910331726,0.21132926642894745,1946.2303,960.9033,16.998985409736633
0.035468980633262676,0.9431064128875732,0.19975504279136658,1956.653,956.18616,14.273302257061005
0.033476086853604724,0.8895743489265442,0.2782922685146332,2234.143,1208.5833,19.587652385234833
0.034807621327174465,0.9506766200065613,0.1859913021326065,1792.4813,895.5237,14.302113652229309
0.03197172875868812,0.9362292289733887,0.21148373186588287,1996.0924,1004.011,15.054671466350555
0.03652440554293703,0.9465961456298828,0.19353191554546356,1808.0249,942.31506,15.46286791563034
0.03244167267057079,0.9391011595726013,0.2066667675971985,1803.2203,914.5883,16.76701009273529
0.03366210790554453,0.9519140124320984,0.18364347517490387,1739.115,855.3599,13.821159303188324
0.032354137357229695,0.8958680629730225,0.27024534344673157,2026.2357,1313.1309,26.105785369873047
0.03679789838733114,0.9473273754119873,0.19220229983329773,1757.9563,876.8674,14.229491353034973
0.03651108962114385,0.9487167596817017,0.1896505057811737,1797.1311,919.78595,14.876219630241394
0.032785269157348904,0.9304189085960388,0.22090819478034973,2027.5568,1053.6599,15.754823386669159
0.032347958609882016,0.9392645359039307,0.2063893973827362,1906.4166,936.89087,14.477980136871338
0.033832797524106534,0.9489327073097229,0.18925070762634277,1845.2599,893.49,14.109358191490173
0.03160961035482499,0.9481786489486694,0.19064292311668396,1842.7744,892.36664,14.587022364139557
0.03128854460987487,0.9316795468330383,0.21889790892601013,2129.8345,1062.6339,15.563520789146423
0.03450726836945645,0.945209264755249,0.1960287094116211,1768.2286,871.82025,13.906967639923096
0.032882171646878074,0.9424443244934082,0.20091405510902405,2198.223,1037.9236,14.523892104625702
0.03213194988065786,0.9515265822410583,0.18438184261322021,1737.2758,853.19995,13.675163686275482
0.03036049903510479,0.941475510597229,0.2025979608297348,1925.8606,1029.1292,16.80794656276703
0.0339806057495212,0.9458243250846863,0.19492533802986145,1765.4341,876.867,15.095485746860504
0.03489773093571639,0.9485310912132263,0.1899934858083725,1896.0023,892.6088,14.045175909996033
0.03169557994549758,0.9481388926506042,0.19071602821350098,1756.9827,895.172,14.159373939037323
0.029627709123404684,0.9274076819419861,0.22563762962818146,2020.5122,1145.4722,20.000766217708588
0.031248451201437988,0.9454239010810852,0.19564440846443176,1850.2264,921.9556,14.122346043586731
0.03271069809437921,0.9459204077720642,0.19475242495536804,1953.315,981.83844,14.484062790870667
0.03260098536293,0.9416177272796631,0.20235168933868408,1870.8333,922.5363,16.17160141468048
0.031222363164803344,0.9282220602035522,0.22436842322349548,1901.7375,981.9612,15.641193091869354
0.033748317174165536,0.9480752348899841,0.1908329576253891,1753.429,890.408,14.080262184143066
0.03173140057347492,0.947097659111023,0.19262103736400604,1744.6372,872.32135,15.145215392112732
0.03114447547454173,0.9427943229675293,0.20030225813388824,2283.8384,1129.9656,15.359553694725037
0.0333862272251106,0.9505231976509094,0.18628038465976715,1752.2429,889.762,14.114055037498474
0.03028330849826491,0.9387560486793518,0.20725160837173462,1950.6111,1033.5399,17.464730143547058
0.033301704387834294,0.9331240653991699,0.21657143533229828,1995.0254,1088.6981,18.564608693122864
0.029929550197905982,0.944796621799469,0.19676555693149567,1846.6958,985.33887,16.053426265716553
0.02861693055564414,0.9480377435684204,0.19090183079242706,1742.3636,863.1791,14.888562262058258
0.026939740572117794,0.9511654376983643,0.18506737053394318,1737.404,865.4632,14.267539978027344
0.027026634376569502,0.9496145248413086,0.1879831850528717,1747.5698,864.4482,14.5099937915802
0.026895264135905695,0.9449273347854614,0.1965324580669403,1741.3231,913.6782,15.908657014369965
0.027171453297691443,0.9512647986412048,0.18487903475761414,1706.61,839.9796,13.619764149188995
0.025813268112912045,0.9487316012382507,0.18962301313877106,1731.1458,870.93915,14.80833888053894
0.02621924460374786,0.9518427848815918,0.18377943336963654,1751.5195,848.96106,13.668960332870483
0.02567445539382291,0.9508038759231567,0.18575115501880646,1713.2388,863.9143,14.26583081483841
0.02521991624643612,0.950819194316864,0.18572229146957397,1722.6824,844.2542,13.84495496749878
0.02533267885428077,0.9399449825286865,0.2052300125360489,1950.3745,1074.2615,17.18197911977768
0.02725950240381399,0.9385095834732056,0.20766818523406982,1787.6414,986.7878,17.51818209886551
0.02553692890451908,0.9470793604850769,0.19265428185462952,1969.7959,932.2037,14.37872052192688
0.026254604072407584,0.9493234157562256,0.18852540850639343,1816.4371,871.7774,14.057449996471405
0.025672507979501293,0.9497798681259155,0.18767447769641876,1774.283,886.9987,13.964773714542389
0.025907265262760697,0.9317741394042969,0.21874631941318512,2059.891,1159.3324,18.916872143745422
0.027150602213732663,0.9518035054206848,0.1838543713092804,1711.1001,845.0405,13.681454956531525
0.02442202198055799,0.950325608253479,0.18665194511413574,1722.4338,854.7192,13.809072971343994
0.025894093891420788,0.9497894048690796,0.1876566857099533,1708.7206,848.97797,13.913513720035553
0.024949393211018276,0.9467183351516724,0.19331037998199463,1769.388,877.2178,13.924537599086761
0.024474052781936692,0.9380972385406494,0.20836329460144043,2022.663,969.1341,14.641080796718597
0.027205488668899932,0.9506100416183472,0.18611681461334229,1727.0198,850.1169,13.729256391525269
0.024521605949929703,0.9493891000747681,0.1884032040834427,1709.5223,853.1302,13.975007832050323
0.026000366239063048,0.9479345679283142,0.1910913586616516,1807.9868,878.0239,13.78994882106781
0.023843580069791818,0.9433161020278931,0.1993865966796875,1825.4697,908.1571,15.632903575897217
0.023635788924760724,0.9465486407279968,0.19361795485019684,1722.675,891.61365,15.344059467315674
0.02140000817305103,0.9505090713500977,0.18630696833133698,1692.6904,840.5171,13.925664126873016
0.02091115577121243,0.9500506520271301,0.18716776371002197,1709.144,862.8736,14.121884107589722
0.022023687624729622,0.9490920901298523,0.18895521759986877,1771.9894,859.5086,13.891132175922394
0.0255600310177686,0.9442958235740662,0.19765602052211761,1738.2814,914.14636,15.727280080318451
0.023132081680104655,0.9477493166923523,0.19143091142177582,1739.124,862.00037,13.709834218025208
0.02096691177572602,0.947292685508728,0.19226565957069397,1794.7177,912.9265,14.97950553894043
0.021076584920135664,0.948686420917511,0.18970657885074615,1741.1376,865.4566,14.08311277627945
0.020004901547805518,0.9421098232269287,0.20149700343608856,1955.5474,1017.03986,16.077417135238647
0.02095605294425994,0.948798418045044,0.1894994080066681,1735.1688,865.3339,14.091773331165314
0.020025840601052024,0.9464485049247742,0.19379922747612,1765.726,872.19275,14.832103252410889
0.02052387878868151,0.9477843046188354,0.19136689603328705,1748.3442,857.7047,13.967552781105042
0.01938493984186976,0.9485498666763306,0.18995876610279083,1732.3007,855.6607,14.087791740894318
0.018807258458388525,0.9454295039176941,0.1956344097852707,1767.3912,905.61304,15.080583095550537
0.019156088391038377,0.9445220828056335,0.1972542107105255,1754.1765,880.001,15.018580853939056
0.019311535047249227,0.94682377576828,0.19311898946762085,1774.3258,866.29443,13.934968411922455
0.018702965101371014,0.9398406744003296,0.20540812611579895,1808.9646,904.62445,14.349086582660675
0.021914391649453573,0.9474893808364868,0.19190660119056702,1785.1812,876.384,13.87474238872528
0.021668325463598273,0.9413915872573853,0.20274311304092407,1762.2432,884.8961,14.34510201215744
0.021913345887918993,0.9377468824386597,0.20895211398601532,1840.4835,1002.6971,17.385762929916382
0.02094781065542813,0.9486165046691895,0.189835786819458,1756.8091,866.6035,14.112420380115509
0.019050637464423124,0.9422418475151062,0.20126715302467346,1765.9518,898.3675,14.399033784866333
0.019615574400339543,0.9454174041748047,0.19565604627132416,1856.2336,905.1834,14.657492935657501
0.02039084701463017,0.945910632610321,0.19477000832557678,1797.0304,887.7089,14.923065900802612
0.018724419990259134,0.9394935965538025,0.20599983632564545,1828.7983,921.6377,14.589406549930573
0.01829723856910958,0.9479640126228333,0.19103731215000153,1726.8956,859.31537,14.120563864707947
0.01682860677150031,0.9472383856773376,0.1923646777868271,1751.4745,876.28503,14.281032979488373
0.015648472694895058,0.9458167552947998,0.1949390321969986,1748.8833,881.9474,14.815367758274078
0.015341445706781032,0.9459465742111206,0.19470536708831787,1783.9756,876.0028,14.143452048301697
0.014923290327261545,0.9440323710441589,0.19812288880348206,1766.7295,883.6738,14.277476072311401
0.01513300460763391,0.9455763101577759,0.1953710913658142,1751.1572,884.4828,14.799927175045013
0.015735339894311234,0.9432426691055298,0.19951580464839935,1809.9799,894.10675,14.296594262123108
0.014650036254949666,0.9445797801017761,0.19715164601802826,1802.5684,909.3626,15.004663169384003
0.015061812678974728,0.9441781044006348,0.19786472618579865,1790.17,890.7477,14.342211186885834
0.014794554761809497,0.9449408054351807,0.19650843739509583,1790.1002,898.41364,14.723329246044159
0.013921207872460555,0.9453120827674866,0.19584469497203827,1783.1187,883.2609,14.371658861637115
0.014175354888808393,0.9448398351669312,0.19668853282928467,1792.0441,888.2548,14.464481174945831
0.014427464602678346,0.9448990821838379,0.1965828388929367,1804.2395,893.9893,14.540144801139832
0.013628968940818045,0.9414417743682861,0.2026563435792923,1795.665,907.97186,14.544571936130524
0.013789865412963277,0.9432238340377808,0.1995488554239273,1806.4867,912.2242,15.111806988716125
0.013730805383913669,0.9436542987823486,0.19879096746444702,1795.1624,894.9782,14.451172947883606
0.013283667959170343,0.9439988136291504,0.19818228483200073,1805.0537,894.2589,14.63981568813324
0.013592218537708126,0.9429659843444824,0.20000149309635162,1824.3097,918.7845,15.080507099628448
0.012932571458735437,0.9423061609268188,0.20115509629249573,1826.0609,920.1212,15.189063549041748
0.014095057473771133,0.9425907731056213,0.20065830647945404,1883.6792,942.29047,15.171360969543457
0.012923004164565847,0.9437099695205688,0.19869275391101837,1799.5415,902.0745,14.74376916885376
0.01363893745468683,0.9423246383666992,0.20112285017967224,1843.1115,913.5752,14.794614911079407
0.013903493887348971,0.9434906244277954,0.1990794688463211,1805.4601,907.4603,15.029765665531158
0.012759838863981913,0.9421597123146057,0.20141015946865082,1799.909,912.631,15.328365564346313
0.013316474548574837,0.9432151317596436,0.19956420361995697,1784.5913,900.87177,15.119098126888275
0.012384420797622262,0.9415465593338013,0.2024749517440796,1828.1105,913.32654,14.881032705307007
0.0121599542852378,0.9408929347991943,0.20360378921031952,1834.0005,914.46576,14.942224323749542
0.012156194468235843,0.9408790469169617,0.20362775027751923,1846.671,915.5494,14.708101749420166
0.011669860764861373,0.9416070580482483,0.2023700773715973,1824.7057,914.193,14.882564544677734
0.010982293622099298,0.9414577484130859,0.2026287168264389,1837.3076,918.4866,15.27710109949112
0.010721318564595114,0.940549373626709,0.20419467985630035,1847.4045,919.2293,14.989103376865387
0.010831970105046279,0.9407867193222046,0.203786700963974,1849.8363,927.4212,15.259143710136414
0.010688971535114403,0.9404307007789612,0.20439837872982025,1847.9438,927.1346,15.174397826194763
0.010411411939548806,0.940447986125946,0.2043687105178833,1850.7854,923.5688,15.192212164402008
0.010327740147456091,0.9406037926673889,0.20410121977329254,1843.5803,922.0195,15.039107203483582
0.01016025470752831,0.9397062659263611,0.20563745498657227,1860.7867,931.51215,15.441718697547913
0.009944938758885283,0.9403097033500671,0.204605832695961,1861.1952,925.1373,15.060807764530182
0.01025729333484058,0.9395237565040588,0.20594847202301025,1864.9382,930.31256,15.406608581542969
0.010329757835792205,0.9391576051712036,0.20657099783420563,1875.4492,939.01166,15.529084205627441
0.009998995862006255,0.9397380352020264,0.20558328926563263,1878.7397,938.12616,15.347263216972351
0.010875948763773301,0.9401844143867493,0.204820454120636,1863.2202,926.0684,15.009552240371704
0.010225202575615972,0.9389611482620239,0.20690418779850006,1879.0916,937.85504,15.00464528799057
0.01009241678975167,0.9379564523696899,0.20860010385513306,1965.6951,982.65094,15.868532657623291
0.012317123454933689,0.9404305815696716,0.20439855754375458,1866.2883,928.82935,14.999599754810333
0.010285113331009439,0.9394233226776123,0.20611940324306488,1853.2346,930.17523,15.314854681491852
0.010310996190019186,0.939850926399231,0.20539066195487976,1848.0032,932.0797,15.287646651268005
0.009911080001279281,0.9393340349197388,0.20627132058143616,1853.0575,930.58527,15.251238644123077
0.009604869695091478,0.9387186765670776,0.20731480419635773,1857.7894,937.364,15.333428978919983
0.009434704442771856,0.9389418959617615,0.20693683624267578,1860.047,934.82227,15.227289497852325
0.009191767511273074,0.9387602806091309,0.2072443962097168,1884.6936,947.8715,15.46991616487503
0.009428258394877662,0.9375609159469604,0.20926398038864136,1866.4316,944.2544,15.85347205400467
0.0099114845111436,0.939042866230011,0.20676568150520325,1869.786,929.16003,15.022897720336914
0.009037960453476844,0.9384909868240356,0.20769952237606049,1883.3119,939.6412,15.356391668319702
0.009315327908144138,0.9388781785964966,0.2070447951555252,1880.8367,938.2438,15.270030498504639
0.008581209282960049,0.9382973909378052,0.2080262154340744,1881.9667,938.6324,15.290938317775726
