train_mse_log,val_r2_log,val_rmse_log,val_rmse_price,val_mae_price,val_mape
7.2273450044727365,0.06519091129302979,0.8097065687179565,6722.8223,4133.569,79.69821691513062
0.28733451410461214,0.8207302689552307,0.3545844554901123,3956.9602,2012.9374,29.43490743637085
0.10653940064030663,0.8735945820808411,0.2977481186389923,3017.902,1551.1975,23.09827208518982
0.08964932540546375,0.8702377676963806,0.3016757369041443,2718.4517,1451.7368,21.7366561293602
0.082796738333506,0.8648207783699036,0.3079081177711487,2434.281,1370.4641,22.012250125408173
0.08234004963393014,0.8632624745368958,0.3096778094768524,2304.6228,1389.2838,28.58801782131195
0.0858140177793872,0.8986212611198425,0.2666487991809845,2343.8882,1267.9569,20.68423330783844
0.07726235496203733,0.9014643430709839,0.2628832459449768,2191.9968,1226.7407,20.983925461769104
0.07451251619930115,0.8763734102249146,0.29445722699165344,2343.9314,1315.4705,20.911860466003418
0.07450151107203226,0.8581489324569702,0.3154151141643524,2332.176,1423.2881,29.711169004440308
0.07625934807462469,0.895926296710968,0.27016976475715637,2163.809,1233.0248,20.589376986026764
0.07410773490646211,0.875449538230896,0.29555538296699524,2217.7104,1259.8081,21.1024671792984
0.07356668141852588,0.9015905261039734,0.2627148926258087,2164.2952,1199.7538,21.435101330280304
0.07213533705545355,0.9039899110794067,0.2594923675060272,2157.5493,1188.4204,20.753537118434906
0.07125998566300508,0.8894447684288025,0.27845555543899536,2866.432,1480.3438,21.219485998153687
0.075401860511283,0.8979799151420593,0.267490953207016,2162.1614,1236.7174,22.62919247150421
0.07046006616512994,0.9039256572723389,0.25957924127578735,2204.919,1200.2847,20.27941644191742
0.07022975371935575,0.8980519771575928,0.2673964202404022,2171.15,1249.3855,22.505220770835876
0.07418319247122722,0.8965747356414795,0.269326776266098,2203.2095,1223.001,19.7836235165596
0.07344034731201528,0.9037685394287109,0.25979140400886536,2241.2656,1209.2345,20.44576406478882
0.07108218775323492,0.9045536518096924,0.2587294578552246,2105.1787,1178.4993,20.403683185577393
0.07008791153088399,0.8035773038864136,0.37116071581840515,4399.789,2254.753,25.14718472957611
0.10336367954623896,0.8703752160072327,0.3015159070491791,2606.116,1421.7925,21.43513560295105
0.07587568254641948,0.8958069086074829,0.2703246474266052,2199.4302,1257.0253,22.974735498428345
0.07248683759784025,0.854492723941803,0.319454163312912,2238.5493,1390.1337,30.106478929519653
0.07896525063035331,0.9021254777908325,0.26199984550476074,2179.4966,1208.9373,21.223445236682892
0.07271560593618437,0.8855897188186646,0.28326883912086487,2290.3384,1282.2275,20.262518525123596
0.07160459705056407,0.8781529068946838,0.2923303246498108,2202.6338,1304.6624,26.32649838924408
0.07324677396547666,0.892736554145813,0.2742787301540375,2321.0293,1330.1167,23.69779348373413
0.07206133934638603,0.899028480052948,0.2661127746105194,2151.946,1191.6282,19.77555751800537
0.07036668805143892,0.8793850541114807,0.2908484637737274,2170.4133,1288.8605,26.150989532470703
0.0714597743366145,0.9024380445480347,0.2615812122821808,2176.2793,1192.1359,19.666528701782227
0.0706701260501085,0.8667309284210205,0.30572500824928284,2210.3984,1338.1359,28.269588947296143
0.07191613355696061,0.8216830492019653,0.35364097356796265,2855.5164,1666.9847,24.602167308330536
0.07213370601326925,0.8995562195777893,0.26541638374328613,2205.418,1203.1279,19.723160564899445
