longitude,latitude,type,class,name,cat,poi_id
-70.56675598025322,-33.41169057656563,Sports Centre,sport_and_leisure,Pacific Fitness,2,0
-70.56842297315598,-33.41128868677575,Hospital,medical,Cirujias Plasticas Acqua,2,1
-70.56645691394806,-33.412216724733106,Clinic,medical,Clínica CELA Manquehue,3,2
-70.56849807500839,-33.4110804645934,Hospital,medical,NovaVida,2,3
-70.56872874498367,-33.411112929375115,Kindergarten,education_prim,Sol del Inca,1,4
-70.56675598025322,-33.41106143350883,Clinic,medical,Integramédica Centro de Exámenes,3,5
-70.56826069951057,-33.41080283424046,Veterinary,veterinary,Pet Beauty,2,6
-70.56678280234337,-33.410945007959484,Supermarket,food_and_drink_stores,Santa Isabel,2,7
-70.5694180727005,-33.41288504025663,Arts Centre,arts_and_entertainment,La Dante,3,8
-70.56689947843552,-33.41053863679023,Cafe,food_and_drink,Juan Valdéz,1,9
-70.56567370891571,-33.41273951135114,Restaurant,food_and_drink,Gaon,1,10
-70.56614845991135,-33.41090246781597,Dentist,medical,Uno Dental,1,11
-70.56761562824249,-33.41020838884735,Fast Food,food_and_drink,Subway,1,12
-70.56786507368088,-33.41019719397982,Fast Food,food_and_drink,Fritz,1,13
-70.56989550590515,-33.41312124434569,Playground,park_like,NoName,1,14
-70.56835189461708,-33.414162325803005,Kindergarten,education_prim,Querubines,1,15
-70.56767463684082,-33.41011771037892,Fast Food,food_and_drink,Pizza Hut,1,16
-70.56786775588989,-33.41009532061905,Fast Food,food_and_drink,KFC,1,17
-70.56796431541443,-33.4100236733487,Fast Food,food_and_drink,Burger King,1,18
-70.57586878538132,-33.45386522665722,Park,park_like,Plaza Los Guindos,1,19
-70.57653933763504,-33.45326436255505,Cafe,food_and_drink,Cafe del Barrio,1,20
-70.57592377066612,-33.45347919712563,Police,security,18 Comisaría Ñuñoa,3,21
-70.57619199156761,-33.45450077298302,Restaurant,food_and_drink,Happy Everybody,1,22
-70.57640790939331,-33.45301372155004,Cafe,food_and_drink,El Vecino,1,23
-70.5765500664711,-33.45301148368066,Restaurant,food_and_drink,Ajiaco,1,24
-70.57558313012123,-33.453484791768794,Police,security,Prefectura Santiago Oriente,3,25
-70.57549998164177,-33.454368740855,Bakery,food_and_drink_stores,Pasteleria,1,26
-70.57769536972046,-33.4541785247239,Convenience,food_and_drink_stores,Rioli,1,27
-70.5764240026474,-33.452579573809345,Restaurant,food_and_drink,Grido Hamburgo Ñuñoa,1,28
-70.57484284043312,-33.453730955710704,Supermarket,food_and_drink_stores,Lider Express,2,29
-70.57486429810524,-33.4541539084882,Convenience,food_and_drink_stores,Punto Copec,1,30
-70.57623356580734,-33.4552045679684,Clinic,medical,Clínica Oriente,3,31
-70.57524785399437,-33.4525907632114,School,education_prim,Colegio Manquecura Ñuñoa,1,32
-70.57846248149872,-33.4541785247239,Place Of Worship,religion,Iglesia Metodista San Pablo,1,33
-70.57865425944328,-33.45419307067807,Fitness Centre,sport_and_leisure,Gimnasio Pacific,2,34
-70.57439491152763,-33.45311666347905,Pharmacy,medical,Farmabien,1,35
-70.57830154895782,-33.45257062228667,Park,park_like,Plaza Pedro Montt,1,36
-70.57832166552544,-33.45257062228667,Playground,park_like,NoName,1,37
-70.57552814483643,-33.45568457748788,Fitness Centre,sport_and_leisure,NoName,2,38
-70.57417497038841,-33.4531390421431,Dentist,medical,Consultas Dentales,1,39
-70.57498902082443,-33.45216556491865,Fitness Centre,sport_and_leisure,Colegio Manquecura,2,40
-70.57886347174644,-33.45460930771736,Restaurant,food_and_drink,Akai Sushi,1,41
-70.57897344231606,-33.45461490228762,Pharmacy,medical,Cruz Verde,1,42
-70.57510301470757,-33.45575618707186,School,education_prim,Liceo República de Siria,1,43
-70.5794307589531,-33.45469434514626,Fast Food,food_and_drink,Papa John's,1,44
-70.57969495654106,-33.45432957874447,Restaurant,food_and_drink,Siraj Shawarma,1,45
-70.57976737618446,-33.4543441246733,Restaurant,food_and_drink,Kleine Kneipe,1,46
-70.57968020439148,-33.45490581944341,Kindergarten,education_prim,NoName,1,47
-70.57989478111267,-33.45435307601291,Pharmacy,medical,Los Orientales,1,48
-70.57998597621918,-33.45339192064552,School,education_prim,Colegio la Fontaine,1,49
-70.60689255595207,-33.44950690937662,Swimming Pool,sport_and_leisure,NoName,2,50
-70.6064660847187,-33.449734062003216,Swimming Pool,sport_and_leisure,NoName,2,51
-70.60547769069672,-33.45057105275352,Cafe,food_and_drink,Mozart,1,52
-70.60859978199005,-33.45011675128974,School,education_prim,Colegio Hospital De Carabineros,1,53
-70.6057620048523,-33.45078589399625,Bakery,food_and_drink_stores,Pasteleria Mozart,1,54
-70.60493722558022,-33.45003506629139,Convenience,food_and_drink_stores,Shell,1,55
-70.60549512505531,-33.44796158433851,Kindergarten,education_prim,Querubin,1,56
-70.60897797346115,-33.44987393401426,Hospital,medical,Hospital de Carabineros Hoscar,2,57
-70.60603156685829,-33.4514438419914,Kindergarten,education_prim,Entrepeques,1,58
-70.6076167523861,-33.45146957795099,Swimming Pool,sport_and_leisure,NoName,2,59
-70.60435652732849,-33.448692288168175,Restaurant,food_and_drink,Casa Sucre,1,60
-70.60618981719017,-33.44707085587753,Bar,food_and_drink,La cantina Zapata beer,1,61
-70.60971558094025,-33.44996904685293,Place Of Worship,religion,Capilla Nuestra Señora del Carmen,1,62
-70.6053301692009,-33.45160832821024,Cafe,food_and_drink,Attraversiamo,1,63
-70.60357868671417,-33.449922049933924,Kindergarten,education_prim,NoName,1,64
-70.6099770963192,-33.44841142111513,Park,park_like,Plaza Sucre,1,65
-70.60359209775925,-33.45025886062409,Cafe,food_and_drink,Urban Coffee,1,66
-70.60520276427269,-33.45193170496901,Restaurant,food_and_drink,OAK Cafe,1,67
-70.60357734560966,-33.45034614025732,Confectionery,food_and_drink_stores,Minimarket,1,68
-70.60609191656113,-33.446534847784775,Fast Food,food_and_drink,Comida Peruana,1,69
-70.60375839471817,-33.45087876791038,Kindergarten,education_prim,Garden Kids,1,70
-70.61045587062836,-33.449397249275,Convenience,food_and_drink_stores,Almacén Flecha,1,71
-70.61037808656693,-33.45007534931389,Fast Food,food_and_drink,Empanadas Roy Sar,1,72
-70.60610800981522,-33.446431898043315,Fast Food,food_and_drink,Comida China,1,73
-70.61020776629448,-33.45054195962765,Place Of Worship,religion,Parroquia de la Santa Cruz,1,74
-70.60384958982468,-33.447605741653554,School,education_prim,Colegio Isabel La Católica,1,75
-70.60307174921036,-33.449955619164385,Restaurant,food_and_drink,Santelmo Pizza,1,76
-70.60759395360947,-33.45258852533111,Swimming Pool,sport_and_leisure,NoName,2,77
-70.61041161417961,-33.44818650301845,Pharmacy,medical,Cruz Verde,1,78
-70.60330912470818,-33.44807907924407,Swimming Pool,sport_and_leisure,NoName,2,79
-70.60972094535828,-33.45159601972848,Swimming Pool,sport_and_leisure,NoName,2,80
-70.60298055410385,-33.449944429422345,Restaurant,food_and_drink,Kyosei Sushi,1,81
-70.60460329055786,-33.45221367956691,Place Of Worship,religion,Monasterio Carmelita De San José,1,82
-70.60700923204422,-33.45279776688885,Fast Food,food_and_drink,La Empanada Mía,1,83
-70.61053767800331,-33.44798732133143,Convenience,food_and_drink_stores,Oxxo,1,84
-70.60420095920563,-33.45219465749986,Monastery,religion,Monasterio de San José,2,85
-70.60860380530357,-33.4526646132287,Fire Station,security,Primera Compañía del Cuerpo de Bomberos de Ñuñoa,3,86
-70.6050056219101,-33.45269146776486,Restaurant,food_and_drink,yami yami C.A,1,87
-70.60908660292625,-33.452519151013355,Restaurant,food_and_drink,Los Bomberos,1,88
-70.60654655098915,-33.45306966826574,Pastry,food_and_drink_stores,Pastelería Condi,1,89
-70.60892298817635,-33.4526366397447,Fire Station,security,Segunda Compañía del Cuerpo de Bomberos de Ñuñoa,3,90
-70.60642451047897,-33.4457504124341,Pharmacy,medical,Farmacias Ahumada,1,91
-70.57981565594673,-33.45592961628803,School,education_prim,Jardín Infantil CarameLos de Luz,1,92
-70.57786300778389,-33.4583195474489,School,education_prim,Colegio San Agustín,1,93
-70.57996049523354,-33.45652710525407,Convenience,food_and_drink_stores,Minimarket Marianita,1,94
-70.55235520005226,-33.41370559482923,Restaurant,food_and_drink,Sushi,1,95
-70.55290907621384,-33.414282105342195,Restaurant,food_and_drink,Garege 0276,1,96
-70.55181339383125,-33.41159766070706,School,education_prim,Colegio San Jorge,1,97
-70.552579164505,-33.41519779766879,Veterinary,veterinary,Clinique Vétérinaire Pastuer,2,98
-70.55188179016113,-33.41546757804103,Playground,park_like,NoName,1,99
-70.55195018649101,-33.41558175869306,Park,park_like,Plaza Pedro Lagos,1,100
-70.55146872997284,-33.41553810140266,Fast Food,food_and_drink,Fast Lunch,1,101
-70.55249065160751,-33.410255407275194,Restaurant,food_and_drink,NoName,1,102
-70.54932966828346,-33.41432576326399,Kindergarten,education_prim,Dominic,1,103
-70.55045485496521,-33.41030690361935,School,education_prim,Colegio del Sagrado Corazón de Apoquindo,1,104
-70.55102750658989,-33.415923180335355,Kindergarten,education_prim,Creceres,1,105
-70.55521443486214,-33.41596347919473,Park,park_like,Plazoleta Sherlock Holmes,1,106
-70.55228009819984,-33.41687691499122,Kindergarten,education_prim,Jardín Infantil y Sala Cuna Creceres,1,107
-70.54759159684181,-33.41272495844718,Kindergarten,education_prim,Kon Antu,1,108
-70.55266499519348,-33.40901276884416,Clinic,medical,Clínica Tomás Moro,3,109
-70.5515706539154,-33.40874632693818,Pharmacy,medical,SalcoBrand,1,110
-70.55284604430199,-33.41723400308861,Fast Food,food_and_drink,McDonald's,1,111
-70.55610090494156,-33.4158425825605,Veterinary,veterinary,NoName,2,112
-70.5534616112709,-33.417159003515984,Fast Food,food_and_drink,Domino's Pizza,1,113
-70.56026369333267,-33.40801192821025,Sports Centre,sport_and_leisure,Palestra Gimnasia,2,114
-70.55868789553642,-33.407298794235466,Fast Food,food_and_drink,Burger King,1,115
-70.55968701839447,-33.408603030112964,Sports Centre,sport_and_leisure,Club de Bochas,2,116
-70.56051045656204,-33.40728535994429,Library,arts_and_entertainment,Biblioteca CChC,2,117
-70.55998206138611,-33.40872169781316,Sports Centre,sport_and_leisure,Multicancha,2,118
-70.5580347776413,-33.40732902138304,Convenience,food_and_drink_stores,Barrys Market,1,119
-70.56031599640846,-33.40664275058943,Convenience,food_and_drink_stores,Oxxo,1,120
-70.56016713380814,-33.40654311212789,Doctors,medical,Centro del Alérgico,1,121
-70.55792212486267,-33.407379399938954,Bar,food_and_drink,Bar Bizarro,1,122
-70.55969104170799,-33.40638861630988,Restaurant,food_and_drink,Tip y Tap,1,123
-70.56001022458076,-33.40644571262245,Pharmacy,medical,Manquehue,1,124
-70.55790603160858,-33.40818209432181,University,education_sup,Universidad Mayor Campus Oriente,3,125
-70.56103616952896,-33.408324272330454,Swimming Pool,sport_and_leisure,NoName,2,126
-70.5594040453434,-33.40617590422683,Restaurant,food_and_drink,Emporio,1,127
-70.56132182478905,-33.40805894782704,Swimming Pool,sport_and_leisure,NoName,2,128
-70.55867180228233,-33.40620725130337,School,education_prim,Escuela Basica Las Carmelitas De Las Condes,1,129
-70.56101202964783,-33.40654311212789,Restaurant,food_and_drink,Club Sandwich Delivery,1,130
-70.56158199906349,-33.40775555889961,Playground,park_like,NoName,1,131
-70.56098252534866,-33.40647929867116,Restaurant,food_and_drink,Mr. Wong,1,132
-70.56099459528923,-33.40896351073824,Pitch,sport_and_leisure,Cancha de Fútbol,1,133
-70.56105628609657,-33.40651512377544,Fast Food,food_and_drink,La Pica del Sandwich,1,134
-70.56111127138138,-33.40656662233698,Fast Food,food_and_drink,Eco Sushi,1,135
-70.56086450815201,-33.40632592227637,Restaurant,food_and_drink,Fusion Restobar,1,136
-70.5614572763443,-33.40854817423449,Sports Centre,sport_and_leisure,Stadio Italiano,2,137
-70.56001022458076,-33.405863552382,Fire Station,security,Vigésima Compañía del Cuerpo de Bomberos de Santiago,3,138
-70.56174159049988,-33.40840263806252,Restaurant,food_and_drink,Radici,1,139
-70.55703163146973,-33.40758091387045,Fast Food,food_and_drink,Mataró,1,140
-70.5616745352745,-33.40894000117784,Pitch,sport_and_leisure,Cancha de Futbolito,1,141
-70.55665880441666,-33.407563001539906,Cafe,food_and_drink,Peregrino Coffee Roasters,1,142
-70.56111931800842,-33.405803097056506,School,education_prim,Colegio Nuestra Señora del Rosario Las Condes,1,143
-70.5619253218174,-33.406508406569515,Arts Centre,arts_and_entertainment,Corporación Cultural de Las Condes,3,144
-70.64343765377998,-33.449096242773216,Restaurant,food_and_drink,Cachapas Don 70,1,145
-70.64325124025345,-33.449933239678856,Fitness Centre,sport_and_leisure,StarGym,2,146
-70.64323782920837,-33.449961214034865,Restaurant,food_and_drink,El Taita Peruano,1,147
-70.64330354332924,-33.449979117617985,Kindergarten,education_prim,Antorcha,1,148
-70.6432418525219,-33.44873480979415,Playground,park_like,NoName,1,149
-70.64335450530052,-33.44999254530289,Restaurant,food_and_drink,Puro Peru,1,150
-70.64340680837631,-33.45000149709168,Restaurant,food_and_drink,Sekai Sushi,1,151
-70.64291596412659,-33.44857031812539,Police,security,28 Comisaría Fuerzas Especiales,3,152
-70.64325124025345,-33.45012346512181,Park,park_like,Plaza Stuttgart,1,153
-70.64158424735069,-33.44940843908764,Convenience,food_and_drink_stores,OK Market,1,154
-70.6433156132698,-33.44855129525922,Park,park_like,Plaza San Isidro,1,155
-70.64155206084251,-33.44950243345683,Convenience,food_and_drink_stores,Big John,1,156
-70.64295887947083,-33.44840470715054,Police,security,29 Comisaría Fuerzas Especiales,3,157
-70.64211666584015,-33.450379709323634,Restaurant,food_and_drink,MIlano's Pizza,1,158
-70.64300179481506,-33.44825923779014,Police,security,Prefectura Fuerzas Especiales,3,159
-70.64320161938667,-33.450496081986266,School,education_prim,República Oriental del Uruguay,1,160
-70.64303532242775,-33.450620287251986,Alcohol,food_and_drink_stores,Vertigo,1,161
-70.64446359872818,-33.44966804233563,Alcohol,food_and_drink_stores,La Cusqueñita,1,162
-70.64444348216057,-33.44892839482784,Place Of Worship,religion,Ministeria Restauración,1,163
-70.64429461956024,-33.450185008558144,Restaurant,food_and_drink,Rocoto,1,164
-70.64088821411133,-33.449248424629594,Swimming Pool,sport_and_leisure,NoName,2,165
-70.64456015825272,-33.44953488387015,Convenience,food_and_drink_stores,Abdiel,1,166
-70.64302191138268,-33.44785304128431,Swimming Pool,sport_and_leisure,NoName,2,167
-70.64265981316566,-33.451032065599264,University,education_sup,Universidad Católica Silva Henríquez,3,168
-70.64239963889122,-33.447722118038214,Restaurant,food_and_drink,Santa Barra,1,169
-70.64068302512169,-33.44941515297453,Convenience,food_and_drink_stores,Todo Market,1,170
-70.640559643507,-33.44914659709348,Veterinary,veterinary,SaludAnimal,2,171
-70.64078763127327,-33.4485479382824,Bakery,food_and_drink_stores,La tia tita,1,172
-70.6404335796833,-33.44991645506092,School,education_prim,Escuela República Oriental del Uruguay,1,173
-70.57231217622757,-33.45363808485107,Dentist,medical,Consulta Dental,1,174
-70.57207480072975,-33.45327555186874,Convenience,food_and_drink_stores,OK Market,1,175
-70.57173281908035,-33.45331247659368,Pharmacy,medical,Cruz Verde,1,176
-70.5717220902443,-33.45301036474595,Cafe,food_and_drink,Gorky,1,177
-70.5717422068119,-33.45278210176298,Restaurant,food_and_drink,Pisco Sour,1,178
-70.64096733927727,-33.45101080535203,Convenience,food_and_drink_stores,Jasima,1,179
-70.63961416482925,-33.45057105275352,Restaurant,food_and_drink,Restaurant Chen Chen,1,180
-70.64256995916367,-33.45160049554023,Restaurant,food_and_drink,Nuevos Sabores,1,181
-70.64259812235832,-33.4514013216936,Fast Food,food_and_drink,La Pica D Mijael,1,182
-70.6428100168705,-33.451619517737605,Fast Food,food_and_drink,M & M Mar,1,183
-70.60896322131157,-33.42637786852151,Restaurant,food_and_drink,Los Maestros,1,184
-70.60868829488754,-33.42550258852764,Pharmacy,medical,Farmacia Ximena Polanco,1,185
-70.60985639691353,-33.42596597315317,Playground,park_like,NoName,1,186
-70.61015546321869,-33.42616408611504,School,education_prim,Colegio Alemán Sankt Thomas Morus,1,187
-70.60991808772087,-33.42682334011671,Kindergarten,education_prim,La Barcarola,1,188
-70.60707360506058,-33.426139461929694,Pitch,sport_and_leisure,NoName,1,189
-70.60736730694771,-33.42515448878824,Swimming Pool,sport_and_leisure,NoName,2,190
-70.60690596699715,-33.42611931486376,Swimming Pool,sport_and_leisure,NoName,2,191
-70.60988321900368,-33.42492727180671,Cafe,food_and_drink,Euro Cafe,1,192
-70.60842007398605,-33.424537755597626,Restaurant,food_and_drink,Los Arcos,1,193
-70.6085729598999,-33.427766881700144,Swimming Pool,sport_and_leisure,NoName,2,194
-70.60872986912727,-33.42778367060342,Swimming Pool,sport_and_leisure,NoName,2,195
-70.61063021421432,-33.42567272036833,School,education_prim,Instituto de Humanidades Luis Campino,1,196
-70.60984432697296,-33.42448626769208,Restaurant,food_and_drink,Planet Sushi,1,197
-70.6078152358532,-33.42789895431821,Convenience,food_and_drink_stores,Oxxo,1,198
-70.61077371239662,-33.42519030618919,Cafe,food_and_drink,Caffetteria Francesca,1,199
-70.61046123504639,-33.42462618040762,Clinic,medical,Integramédica Barcelona,3,200
-70.60936018824577,-33.42405757372773,Restaurant,food_and_drink,Piccola Italia,1,201
-70.61070665717125,-33.42485227887932,Clinic,medical,Integramédica Barcelona,3,202
-70.61104327440262,-33.425274253164766,Convenience,food_and_drink_stores,MiniMarket Barcelona,1,203
-70.61120688915253,-33.42548691847291,Place Of Worship,religion,NoName,1,204
-70.6112015247345,-33.42531790555998,Cafe,food_and_drink,ILD Coffee,1,205
-70.60928910970688,-33.42382139938607,Restaurant,food_and_drink,Park Lane,1,206
-70.61032980680466,-33.42419524852145,Restaurant,food_and_drink,Al Jazeera,1,207
-70.61143755912781,-33.42660284315557,Convenience,food_and_drink_stores,NoName,1,208
-70.60209810733795,-33.42696436833625,Cafe,food_and_drink,Oporto Hotel Boutique,1,209
-70.60216650366783,-33.4265435215425,Pharmacy,medical,Farmacias Ahumada,1,210
-70.60296714305878,-33.4282392082729,Cafe,food_and_drink,Café Bosque Pucón,1,211
-70.60213163495064,-33.426433832415306,Convenience,food_and_drink_stores,Select,1,212
-70.60058802366257,-33.42702257039181,Swimming Pool,sport_and_leisure,NoName,2,213
-70.60040026903152,-33.427548625662055,Playground,park_like,NoName,1,214
-70.60043647885323,-33.427019212581975,Swimming Pool,sport_and_leisure,NoName,2,215
-70.60337886214256,-33.42689609279826,Dentist,medical,Clínica Carmona,1,216
-70.6037999689579,-33.42700130426065,Place Of Worship,religion,Cenlimi – Casa Central,1,217
-70.60338288545609,-33.42607342430724,Convenience,food_and_drink_stores,9 Market Bread & Coffee,1,218
-70.60148924589157,-33.42954089118921,Cafe,food_and_drink,Pan y Canela,1,219
-70.60134842991829,-33.429516267961795,Bakery,food_and_drink_stores,Don Felipe,1,220
-70.60353308916092,-33.42609245210192,Cafe,food_and_drink,Don Bono Coffee & Bakery,1,221
-70.60161799192429,-33.42957782601726,Supermarket,food_and_drink_stores,Grocery Store,2,222
-70.60404404997826,-33.42657038416477,University,education_sup,Universidad Andres Bello,3,223
-70.60435652732849,-33.4278709728481,Park,park_like,Plazuela Elizabeth Mason,1,224
-70.600396245718,-33.42923533882719,Pastry,food_and_drink_stores,Pastelería Candelle,1,225
-70.58900490403175,-33.42442134811548,Swimming Pool,sport_and_leisure,NoName,2,226
-70.58922216296196,-33.42454335210725,Swimming Pool,sport_and_leisure,NoName,2,227
-70.58875545859337,-33.42448626769208,Swimming Pool,sport_and_leisure,NoName,2,228
-70.58862671256065,-33.424538874899575,Swimming Pool,sport_and_leisure,NoName,2,229
-70.59013143181801,-33.423515826891084,Swimming Pool,sport_and_leisure,NoName,2,230
-70.58831959962845,-33.42480526835449,Swimming Pool,sport_and_leisure,NoName,2,231
-70.59017568826675,-33.42339494077198,Swimming Pool,sport_and_leisure,NoName,2,232
-70.58945685625076,-33.42521604993699,School,education_prim,John Dewey College,1,233
-70.58983638882637,-33.42253306263723,Swimming Pool,sport_and_leisure,NoName,2,234
-70.59114128351212,-33.423614326567375,Swimming Pool,sport_and_leisure,NoName,2,235
-70.58996379375458,-33.42241329447906,Swimming Pool,sport_and_leisure,NoName,2,236
-70.58922752737999,-33.42602305659533,Swimming Pool,sport_and_leisure,NoName,2,237
-70.59142425656319,-33.423660218423855,Swimming Pool,sport_and_leisure,NoName,2,238
-70.587969571352,-33.425742116154986,Supermarket,food_and_drink_stores,RoyRoy,2,239
-70.59048816561699,-33.425711895416,Doctors,medical,Instituto de Seguridad del Trabajo,1,240
-70.5887259542942,-33.422155848346165,Swimming Pool,sport_and_leisure,NoName,2,241
-70.59157848358154,-33.42413480595597,Clinic,medical,Doctora Yaisy Picrin D.,3,242
-70.58797895908356,-33.422160325676735,Swimming Pool,sport_and_leisure,NoName,2,243
-70.58690473437309,-33.423036758690074,Dentist,medical,Clínica Odontología,1,244
-70.58671295642853,-33.4233400942365,Convenience,food_and_drink_stores,Oxxo,1,245
-70.59184938669205,-33.423994892448505,Swimming Pool,sport_and_leisure,NoName,2,246
-70.58657750487328,-33.423675888808305,Swimming Pool,sport_and_leisure,NoName,2,247
-70.59026554226875,-33.42622116942693,Swimming Pool,sport_and_leisure,NoName,2,248
-70.59174612164497,-33.42504032072407,Swimming Pool,sport_and_leisure,NoName,2,249
-70.58811038732529,-33.4219498908902,Swimming Pool,sport_and_leisure,NoName,2,250
-70.58849930763245,-33.42638010707796,Swimming Pool,sport_and_leisure,NoName,2,251
-70.58764636516571,-33.4221480130171,Swimming Pool,sport_and_leisure,NoName,2,252
-70.59033259749413,-33.42191854949537,Playground,park_like,NoName,1,253
-70.59208676218987,-33.42414152179866,Swimming Pool,sport_and_leisure,NoName,2,254
-70.58744922280312,-33.42215137101536,School,education_prim,Escuela Básica Saint Paul Montessori Sch,1,255
-70.59182122349739,-33.42527984962692,Park,park_like,Parque Bernardo Leighton,1,256
-70.58776438236237,-33.42188496941693,School,education_prim,Escuela Básica La Villete,1,257
-70.59156641364098,-33.42255321053545,Swimming Pool,sport_and_leisure,NoName,2,258
-70.59215784072876,-33.42457245395153,Greengrocer,food_and_drink_stores,Frutas y Verduras,1,259
-70.59194058179855,-33.42293154242273,Swimming Pool,sport_and_leisure,NoName,2,260
-70.59219136834145,-33.42472803672271,Bakery,food_and_drink_stores,Las Bezanilla,1,261
-70.59230402112007,-33.42461498739868,Pharmacy,medical,SalcoBrand,1,262
-70.5917876958847,-33.42250955675006,Swimming Pool,sport_and_leisure,NoName,2,263
-70.53193554282188,-33.38287854083645,Clinic,medical,Clínica CELA Las Condes,3,264
-70.53157076239586,-33.38455604316359,Cafe,food_and_drink,Juan Valdez Café,1,265
-70.53193554282188,-33.38275087912052,Fast Food,food_and_drink,Subway,1,266
-70.53203880786896,-33.38262881642738,Pharmacy,medical,Liga Chilena contra la Epilepsia,1,267
-70.53080230951309,-33.384308563213246,Cafe,food_and_drink,Starbucks,1,268
-70.5310021340847,-33.38295245016526,Pitch,sport_and_leisure,NoName,1,269
-70.53092166781425,-33.383024119757444,Pitch,sport_and_leisure,NoName,1,270
-70.53084120154381,-33.38308907027434,Pitch,sport_and_leisure,NoName,1,271
-70.53077414631844,-33.384664665362784,Hospital,medical,Clínica Las Condes,2,272
-70.53049251437187,-33.384394789339254,Pharmacy,medical,Cruz Verde,1,273
-70.53334906697273,-33.38503084435405,Supermarket,food_and_drink_stores,Lider Express,2,274
-70.53022965788841,-33.38246195980816,Pitch,sport_and_leisure,NoName,1,275
-70.53012505173683,-33.38255154729453,Pitch,sport_and_leisure,NoName,1,276
-70.5300284922123,-33.382623217217166,Pitch,sport_and_leisure,NoName,1,277
-70.52991181612015,-33.38270720533257,Pitch,sport_and_leisure,NoName,1,278
-70.53364679217339,-33.38568145215186,Kindergarten,education_prim,Games & Learning House,1,279
-70.53077012300491,-33.38591884999823,Dentist,medical,Clinica Odontológica Estoril,1,280
-70.53487658500671,-33.384345517277715,Park,park_like,Plaza Tabancura,1,281
-70.53193286061287,-33.3862805445274,Playground,park_like,NoName,1,282
-70.50109013915062,-33.40826493822915,Pitch,sport_and_leisure,Plaza Pumptrack,1,283
-70.50020098686218,-33.40775108082632,Pitch,sport_and_leisure,Plaza Dirt Jumps,1,284
-70.5005818605423,-33.40721371035621,Park,park_like,Plaza Mesetas,1,285
-70.49997299909592,-33.40707488911113,Track,arts_and_entertainment,Bikepark La Plaza,2,286
-70.50327479839325,-33.40716892933365,Clinic,medical,Clínica Universidad de los Andes,3,287
-70.50202891230583,-33.40534184392889,Nature Reserve,park_like,Parque La Plaza Sur,2,288
-70.50333380699158,-33.414550769128326,Attraction,arts_and_entertainment,Pared de Piedra y Escalada Los Dominicos,3,289
-70.50626948475838,-33.40650616750076,University,education_sup,Edificio de Ingeniería,3,290
-70.49868822097778,-33.404954478973494,Nature Reserve,park_like,Parque Natural La Plaza Sur,2,291
-70.50510540604591,-33.40529818149138,Pitch,sport_and_leisure,NoName,1,292
-70.5057692527771,-33.40557918807711,Fitness Centre,sport_and_leisure,Gym UAndes,2,293
-70.50492838025093,-33.405025010871434,University,education_sup,Edificio Vida Universitaria,3,294
-70.49540519714355,-33.407095040595955,Park,park_like,Plaza Montaña,1,295
-70.5077862739563,-33.41210925643026,Park,park_like,Parque Carlos Peña Otaegui,1,296
-70.50691187381744,-33.40594863758365,Pitch,sport_and_leisure,Cancha Universidad de los Andes,1,297
-70.50597175955772,-33.40471153533114,Place Of Worship,religion,Ermita,1,298
-70.506112575531,-33.40418310257424,Fast Food,food_and_drink,Subway,1,299
-70.50746977329254,-33.40462532935926,University,education_sup,Edificio Humanidades,3,300
-70.50636202096939,-33.40366586231386,University,education_sup,Biblioteca,3,301
-70.50691053271294,-33.403869623996144,University,education_sup,Universidad de Los Andes,3,302
-70.50736248493195,-33.403920004558195,University,education_sup,Edificio Central,3,303
-70.50587520003319,-33.417030272755255,Nature Reserve,park_like,Acceso Parque Bulnes Correa,2,304
-70.50986498594284,-33.40553888439954,Playground,park_like,NoName,1,305
-70.50992265343666,-33.40545044015264,Park,park_like,Condominio Los Arrayanes,1,306
-70.50800487399101,-33.4033725342178,University,education_sup,Edificio Ciencias,3,307
-70.64472779631615,-33.43570431297812,Pub,food_and_drink,Budapest,1,308
-70.64479351043701,-33.43566290412345,Pub,food_and_drink,El Sótano Restobar,1,309
-70.6444850564003,-33.43511227639374,Gallery,arts_and_entertainment,Museo de Arte Contemporáneo,3,310
-70.64423963427544,-33.43667349836553,Ice Cream,food_and_drink,Gelatería Mó,1,311
-70.64420342445374,-33.43667126007457,Restaurant,food_and_drink,Suburbia,1,312
-70.64415648579597,-33.43666902178354,Cafe,food_and_drink,Café Bizarre,1,313
-70.64405858516693,-33.43666230691012,Restaurant,food_and_drink,Ramen Kintaro,1,314
-70.6438373029232,-33.43655822630579,Restaurant,food_and_drink,Felixciano,1,315
-70.64426243305206,-33.43673281305503,Cafe,food_and_drink,Cafetería Mo,1,316
-70.6439620256424,-33.43665447289048,Bakery,food_and_drink_stores,El Neuquino,1,317
-70.64476534724236,-33.4367305747656,Fast Food,food_and_drink,Local Paraíso,1,318
-70.64541980624199,-33.43547152780865,Pub,food_and_drink,Navetierra,1,319
-70.643440335989,-33.43535065833975,Museum,arts_and_entertainment,Museo Nacional de Bellas Artes,3,320
-70.64535543322563,-33.436598515586795,Restaurant,food_and_drink,Tokyoto,1,321
-70.6436388194561,-33.43668804725538,Library,arts_and_entertainment,Centro de Documentación Il Posto,2,322
-70.64372465014458,-33.436784293696086,Cafe,food_and_drink,Cafe de las Artes,1,323
-70.64446359872818,-33.437001407367966,Arts Centre,arts_and_entertainment,Galería Departamento JOTA,3,324
