id,monto,ppm2,superficie_t,superficie_u,terraza,ambientes,dormitorios,banos,estacionamiento,bodegas,cantidad_pisos,dep_por_piso,piso,tipo_depto,orientacion,antiguedad,latitud,longitud,comuna,calle
1548097259,11200,136.0,92.0,82.0,7.5,2,2,2,1,1,8,4,3,Departamento,O,1,-33.3932785,-70.5774314,Vitacura,Querétaro
2732119230,17490,150.0,275.0,116.0,158.0,,3,4,2,1,6,6,6,Departamento,SP,2,-33.3932628,-70.5796445,Vitacura,Chapultepec
1533761523,21000,150.0,470.0,140.0,330.0,,3,4,5,1,6,2,6,Departamento,NOSP,6,-33.3975702,-70.5753186,Vitacura,Cardenal Belarmino
1592811585,12000,85.0,170.0,140.0,30.0,,3,3,3,1,,,12,Departamento,NP,0,-33.3986019,-70.5750561,Vitacura,Cardenal Belarmino
1536666991,16900,82.0,224.0,206.0,18.0,5,5,5,2,1,2,3,4,Dúplex,P,26,-33.3897027,-70.5871513,Vitacura,Luis Carrera
2803401906,10500,132.0,121.0,79.0,42.0,2,2,2,2,1,1,4,1,Departamento,P,21,-33.3904242,-70.5873379,Vitacura,Luis Carrera
1543740023,23900,108.0,240.0,220.0,20.0,,3,4,2,1,2,3,2,Dúplex,,30,-33.3924401,-70.5842758,Vitacura,La Perouse
1521489447,15950,115.0,158.0,138.0,20.0,,3,4,2,1,,2,4,Departamento,N,13,-33.39599,-70.58862,Vitacura,Avenida Américo Vespucio Norte
1588684845,14500,115.0,160.0,126.0,34.0,3,3,2,2,1,4,3,4,Departamento,NOSP,29,-33.3915571,-70.5835131,Vitacura,Luis Carrera
2849646914,13200,101.0,151.0,130.0,21.0,,4,3,2,1,1,6,8,Departamento,SP,16,-33.394485,-70.589628,Vitacura,Candelaria Goyenechea
1518864795,14950,87.0,210.0,170.0,40.0,7,3,2,2,1,12,2,,Departamento,,29,-33.3925193,-70.5810895,Vitacura,Avenida Luis Pasteur
1571320205,17900,96.0,211.0,186.0,25.0,,4,4,2,1,16,2,2,Departamento,O,24,-33.3966841,-70.5862495,Vitacura,Bartolomé De Las Casas
2864600050,17100,122.0,155.0,140.0,15.0,,4,3,1,1,4,2,2,Departamento,,45,-33.3983705,-70.5873337,Vitacura,Avenida Vitacura
2800148714,16000,72.0,260.0,220.0,40.0,,4,,,,,,,,,,-33.3892974,-70.5787819,Vitacura,Luis Pasteur
1541765745,19900,90.0,270.0,220.0,50.0,,4,4,2,1,7,2,1,Departamento,,27,-33.3921899,-70.5830837,Vitacura,Espoz
2824160304,14900,106.0,168.0,140.0,28.0,4,3,4,2,1,10,3,7,Departamento,SP,13,-33.39599,-70.58862,Vitacura,Avenida Américo Vespucio Norte
2723323828,15200,95.0,172.0,160.0,12.0,,3,4,2,1,16,2,11,Departamento,SP,22,-33.3968068,-70.586995,Vitacura,Espoz
2794820112,10500,110.0,110.0,95.0,14.0,2,2,3,2,1,,4,5,Departamento,SP,10,-33.3969154,-70.5860651,Vitacura,Bartolomé De Las Casas
1591393577,17898,91.0,211.64,195.63,16.01,,4,4,2,1,17,2,2,Departamento,SO,24,-33.3966841,-70.5862495,Vitacura,Bartolomé De Las Casas
2788741066,33200,118.0,316.0,280.0,36.0,3,4,4,2,1,12,2,10,Departamento,NP,37,-33.3967798,-70.5866012,Vitacura,Bartolomé De Las Casas
1554010037,28600,84.0,340.0,340.0,,,3,3,2,1,,1,11,Tradicional,NorOriente-Sur,35,-33.3965548,-70.5867046,Vitacura,Espoz
2744440646,24720,96.0,286.0,257.0,29.0,5,,,,,,,,,,,-33.3949249,-70.5881679,Vitacura,Doctora María Figueroa
1552432745,13600,97.0,167.0,140.0,27.0,,4,3,1,1,1,1,1,Departamento,,53,-33.3969695,-70.5884671,Vitacura,Avenida Américo Vespucio Norte
2807445730,30663,230.0,293.0,133.0,160.0,,2,,,,,,,,,,-33.3937643,-70.589185,Vitacura,Candelaria Goyenechea
2749393880,13500,96.0,149.0,140.0,9.0,3,3,2,2,1,4,4,3,Departamento,S,31,-33.3909711,-70.5802701,Vitacura,Luis Pasteur
2770266440,24500,100.0,265.0,244.0,21.0,4,4,4,2,1,10,3,2,Departamento,N,12,-33.3957312,-70.587577,Vitacura,Doctora María Figueroa
2788753762,19900,90.0,270.0,220.0,50.0,3,3,3,3,2,5,2,4,Departamento,O,28,-33.39194,-70.58264,Vitacura,Luis Carrera
1580975755,15500,112.0,158.0,138.0,20.0,3,3,3,2,1,10,3,4,Departamento,O,13,-33.3958432,-70.5883533,Vitacura,Avenida Américo Vespucio Norte
1578215951,22030,155.0,164.0,142.0,20.0,4,4,3,,,1,,,,,1,-33.3933613,-70.5895969,Vitacura,Candelaria Goyenechea
1578215949,13720,149.0,113.0,92.0,21.0,2,,,,,,,,,,,-33.3935763,-70.5897256,Vitacura,Candelaria Goyenechea
1578371639,15240,149.0,125.0,102.0,23.0,3,3,2,,,1,,,,SP,1,-33.3935405,-70.5897685,Vitacura,Candelaria Goyenechea
1568024791,21900,87.0,290.0,250.0,40.0,6,5,4,3,1,2,,,Semi piso,NP,0,-33.3963206,-70.5887997,Vitacura,Avenida Américo Vespucio Norte
2849290726,14300,102.0,163.5,140.0,23.5,5,4,4,2,,1,2,2,Semi piso,,0,-33.3965364,-70.5884483,Vitacura,Avenida Américo Vespucio Norte
1585279701,8600,132.0,72.0,65.0,7.0,1,1,2,1,,,3,,Semi piso,,5,-33.3930456,-70.5893662,Vitacura,Ascencio De Zavala
1558546103,22900,76.0,325.0,300.0,25.0,6,,,,,,,,,,,-33.3956596,-70.5878818,Vitacura,Doctora María Figueroa
1587963169,19900,90.0,270.0,220.0,50.0,4,3,4,2,1,,,4,Departamento,,0,-33.3923333,-70.5826636,Vitacura,Espoz
2805547996,17900,89.0,215.0,200.0,15.0,4,3,3,2,1,,2,1,Departamento,SO,16,-33.3966879,-70.5861971,Vitacura,Bartolomé De Las Casas
2784093412,16500,97.0,185.0,170.0,15.0,3,3,3,2,1,,3,7,Semi piso,,,-33.3963223,-70.5886078,Vitacura,Avenida Américo Vespucio Norte
1568008885,17800,82.0,222.0,216.0,6.0,5,3,4,2,2,1,2,2,Departamento,,26,-33.3919411,-70.5819576,Vitacura,Luis Carrera
2861119986,14990,148.0,220.0,101.0,,,2,3,2,1,5,,,Tríplex,,1,-33.393592,-70.5886796,Vitacura,Candelaria Goyenechea
2861731370,14000,87.0,172.0,160.0,12.0,,3,3,2,1,17,2,12,Departamento,SP,22,-33.3968068,-70.586995,Vitacura,Espoz
2853345340,23900,108.0,240.0,220.0,20.0,,3,,,,,,,,,,-33.3924401,-70.5842758,Vitacura,La Perouse
1583875643,13500,96.0,150.0,140.0,10.0,3,4,4,2,1,4,2,3,Departamento,,31,-33.3892708,-70.5791427,Vitacura,Jacques Cazotte
2854516300,22000,89.0,278.0,246.0,32.0,,3,5,3,1,2,3,1,Dúplex,S,9,-33.396452,-70.5880782,Vitacura,Avenida Américo Vespucio Norte
2778333770,22500,59.0,512.0,380.0,132.0,,4,4,3,1,,3,2,Departamento,SP,11,-33.396452,-70.5880782,Vitacura,Avenida Américo Vespucio Norte
1564915359,24900,92.0,358.0,269.0,89.0,,6,5,2,,3,4,4,Departamento,,22,-33.390695,-70.586372,Vitacura,Luis Carrera
2829741452,14990,147.0,219.74,101.66,110.26,,2,2,2,1,5,2,5,Dúplex,SO,5,-33.393592,-70.5886796,Vitacura,Candelaria Goyenechea
2861537398,31000,112.0,300.0,275.0,25.0,5,4,4,3,2,,,,Departamento,N,0,-33.3955552,-70.5892724,Vitacura,Avenida Américo Vespucio Norte
1584826291,31000,103.0,330.0,300.0,30.0,3,4,3,3,1,12,2,7,Departamento,N,37,-33.396967,-70.5873696,Vitacura,Espoz
2343543470,16000,114.0,165.0,140.0,25.0,,3,,,,,,,,,,-33.3918266,-70.5829954,Vitacura,Espoz
2795812746,11880,99.0,119.0,119.0,,7,4,3,1,1,10,6,9,Departamento,SP,16,-33.3930571,-70.5894213,Vitacura,Ascencio De Zavala
2843271528,15800,83.0,208.0,189.0,19.0,,3,4,2,6,1,,,Departamento,NP,29,-33.391202,-70.580398,Vitacura,Luis Pasteur
2775170260,15950,98.0,174.0,162.0,12.0,,3,,,,,,,,,,-33.3959742,-70.5860462,Vitacura,Espoz
2850025910,16000,114.0,172.0,140.0,32.0,5,3,2,2,1,6,2,4,Departamento,N,46,-33.3918266,-70.5829954,Vitacura,Espoz
2749433064,19990,91.0,278.0,218.0,60.0,3,3,2,3,3,5,2,4,Departamento,N,28,-33.3924285,-70.5827949,Vitacura,Espoz
1572251513,24500,100.0,432.0,243.0,189.0,4,4,4,2,1,8,4,2,Departamento,NP,12,-33.3963223,-70.5886078,Vitacura,Avenida Américo Vespucio Norte
2859562590,14250,96.0,171.0,147.0,24.0,3,3,2,2,1,4,2,3,Departamento,NP,55,-33.3974733,-70.5855634,Vitacura,Bartolomé De Las Casas
2749381442,22200,101.0,278.0,218.0,60.0,5,5,4,3,2,6,2,5,Departamento,SO,20,-33.3957492,-70.5873471,Vitacura,Doctora María Figueroa
1579011973,19990,117.0,220.0,170.0,50.0,8,4,4,2,1,5,4,4,Departamento,,31,-33.3922258,-70.5829425,Vitacura,Espoz
1589858135,10500,86.0,135.0,121.0,14.0,7,4,3,,,3,2,2,Departamento,S,56,-33.3873702,-70.5769594,Vitacura,Avenida Luis Pasteur
2765779964,22800,103.0,272.0,220.0,52.0,,4,4,3,2,5,2,5,-,Oriente-SurPoniente,20,-33.3961874,-70.5872824,Vitacura,Doctora María Figueroa
1562557129,20500,92.0,271.0,222.0,49.0,,4,4,3,3,5,2,4,Tradicional,NorOriente-Poniente,26,-33.3925907,-70.585448,Vitacura,Agustín Denegri
1570479907,10800,108.0,111.0,100.0,11.0,,3,2,2,1,,,,,O,,-33.3949536,-70.584283,Vitacura,Arquitecto Teodoro Bentjerodt
1592118339,19800,99.0,290.0,200.0,90.0,5,3,3,3,1,10,,,Semi piso,,0,-33.39599,-70.58862,Vitacura,Avenida Américo Vespucio Norte
2815490688,15063,107.0,160.0,140.0,20.0,,5,4,2,1,4,2,,Semi piso,NOSP,50,-33.3920752,-70.5832317,Vitacura,Espoz
1589185505,9700,129.0,115.0,75.0,45.0,,3,2,1,1,1,1,1,Departamento,,18,-33.3924942,-70.5834417,Vitacura,Espoz
1589378631,19900,0.0,220.0,,50.0,,3,4,3,2,5,2,4,Departamento,,27,-33.3922258,-70.5829425,Vitacura,Espoz
1584651391,13490,77.0,184.0,175.0,9.0,4,3,3,2,1,,1,9,Departamento,NOSP,30,-33.3980424,-70.5876422,Vitacura,Avenida Américo Vespucio Norte
2840642788,15000,81.0,200.0,184.0,16.0,6,4,4,3,1,4,2,1,Departamento,O,30,-33.3858774,-70.5781588,Vitacura,Avenida Manquehue Norte
1544146243,24500,81.0,320.0,300.0,,6,5,5,2,1,2,3,2,Dúplex,,11,-33.3962743,-70.5878432,Vitacura,Espoz
1591337343,13800,89.0,164.0,154.0,10.0,,3,3,3,1,4,4,3,Departamento,SO,10,-33.3937293,-70.5889621,Vitacura,Candelaria Goyenechea
2853235596,31000,115.0,308.0,268.0,24.0,,3,3,3,2,12,2,7,Departamento,,36,-33.396967,-70.5873696,Vitacura,Espoz
2854987332,15200,93.0,172.0,162.0,10.0,,4,3,2,1,1,,,Departamento,,23,-33.396857,-70.586965,Vitacura,Espoz
2846854956,14900,146.0,220.0,102.0,111.0,,2,3,2,1,5,2,5,Penthhouse,NOSP,6,-33.3931854,-70.5885574,Vitacura,Candelaria Goyenechea
2804216364,13650,113.0,141.0,120.0,21.0,,4,3,2,1,10,,8,,SO,,-33.3931854,-70.5885574,Vitacura,Candelaria Goyenechea
1577384489,25700,104.0,279.0,246.0,,6,4,6,3,1,2,3,2,Dúplex,SO,9,-33.3961636,-70.5863938,Vitacura,Espoz
2739953438,15000,107.0,164.0,139.0,25.0,,2,3,,1,,,9,Departamento,SO,18,-33.3952566,-70.5887753,Vitacura,Avenida Américo Vespucio Norte
1587997213,14500,89.0,174.0,162.0,12.0,3,3,3,2,1,17,2,9,Departamento,O,23,-33.3968612,-70.5873312,Vitacura,Espoz
2858408296,11900,145.0,103.0,82.0,21.0,2,2,3,,1,6,10,2,Departamento,S,0,-33.3936531,-70.5895539,Vitacura,Candelaria Goyenechea
2858278892,18726,127.0,164.0,147.0,17.0,4,4,4,,1,6,10,2,Departamento,,0,-33.3936531,-70.5895539,Vitacura,Candelaria Goyenechea
2858304832,17918,128.0,156.0,139.0,17.0,3,,,,,,,,,,,-33.3936531,-70.5895539,Vitacura,Candelaria Goyenechea
1568762219,14000,82.0,180.0,170.0,10.0,,3,3,2,1,1,,,Departamento,NOSP,,-33.3925838,-70.5835517,Vitacura,La Perouse
1574230673,14500,104.0,175.0,139.0,36.0,3,3,3,2,1,9,3,7,Departamento,SP,13,-33.3964777,-70.5878042,Vitacura,Espoz
2842885038,21047,159.0,165.92,132.0,33.92,,3,,,,,,,,,,-33.3946885,-70.5898773,Vitacura,Avenida Américo Vespucio Norte
1574873187,17877,168.0,143.69,106.0,37.69,,2,,,,,,,,,,-33.3947244,-70.5898773,Vitacura,Avenida Américo Vespucio Norte
2842885040,17607,166.0,143.69,106.0,37.69,,2,,,,,,,,,,-33.3947244,-70.5898773,Vitacura,Avenida Américo Vespucio Norte
2775253876,11400,162.0,150.0,70.0,20.0,,1,,,,,,,,,,-33.393592,-70.5886796,Vitacura,Candelaria Goyenechea
2842875594,8387,151.0,62.84,55.44,7.4,,1,2,1,1,10,6,3,Departamento,SP,3,-33.394432,-70.5899451,Vitacura,Avenida Américo Vespucio Norte
1591149667,10500,86.0,131.0,121.0,10.0,,4,3,,,3,2,2,Departamento,NP,49,-33.3873702,-70.5769594,Vitacura,Avenida Luis Pasteur
1591033507,10500,86.0,131.0,121.0,10.0,,4,3,,,3,2,2,Departamento,NP,49,-33.3873702,-70.5769594,Vitacura,Avenida Luis Pasteur
2840876498,13500,96.0,145.0,140.0,5.0,8,4,3,2,1,9,2,7,Departamento,,43,-33.3974519,-70.5841239,Vitacura,Avenida Vitacura
1582593045,22000,89.0,381.0,246.0,,5,3,5,3,1,1,3,2,,SP,,-33.3974355,-70.585632,Vitacura,Bartolomé De Las Casas
1584377017,19990,115.0,194.0,173.0,21.0,,3,3,3,1,10,3,,Departamento,SP,11,-33.396452,-70.5880782,Vitacura,Avenida Américo Vespucio Norte
2830574416,17500,94.0,200.0,186.0,14.0,,3,2,2,1,17,2,16,Departamento,O,25,-33.3966879,-70.5861971,Vitacura,Bartolomé De Las Casas
1543319163,28000,80.0,350.0,350.0,,,3,3,2,1,,,,-,-,0,-33.3969198,-70.5873346,Vitacura,Espoz
1588637599,9000,113.0,79.0,79.0,,2,2,2,1,1,4,4,2,Departamento,NP,59,-33.3981779,-70.5876663,Vitacura,Avenida Américo Vespucio Norte
1589396991,28700,102.0,425.0,280.0,45.0,,5,,,,,,,,,,-33.3963728,-70.5877681,Vitacura,Espoz
1589361301,14500,115.0,160.0,126.0,34.0,4,3,3,2,1,,4,4,Dúplex,SP,29,-33.3922635,-70.5815695,Vitacura,Luis Carrera
1577333031,27600,103.0,641.0,266.0,375.0,6,5,4,3,1,,,,Semi piso,O,0,-33.3956588,-70.5890111,Vitacura,Avenida Américo Vespucio Norte
1577177495,25700,95.0,360.0,269.0,64.0,5,4,5,3,1,,,2,Dúplex,NP,10,-33.396452,-70.5880782,Vitacura,Avenida Américo Vespucio Norte
1589309643,14500,115.0,260.0,126.0,,4,3,2,2,1,,,,Semi piso,SP,0,-33.3923441,-70.5814944,Vitacura,Luis Carrera
2862733940,16000,228.0,150.0,70.0,80.0,,1,1,1,1,,,,Departamento,,6,-33.3919737,-70.5877853,Vitacura,Candelaria Goyenechea
1545055595,18300,93.0,212.0,196.0,16.0,,4,4,2,1,17,2,2,Departamento,SO,24,-33.3966841,-70.5862495,Vitacura,Bartolomé De Las Casas
1577285043,14900,107.0,168.0,139.0,29.0,,3,3,2,1,,,7,Departamento,NP,13,-33.396452,-70.5880782,Vitacura,Avenida Américo Vespucio Norte
2843844304,13500,103.0,140.0,130.0,10.0,6,3,3,2,1,4,2,3,Departamento,SO,36,-33.3925329,-70.5811178,Vitacura,Avenida Luis Pasteur
1560526137,24500,102.0,310.0,240.0,70.0,,4,,,,,,,,,,-33.3930003,-70.5879028,Vitacura,Bartolomé De Las Casas
1550875205,19990,90.0,220.0,170.0,50.0,,4,4,3,3,5,2,4,Departamento,,0,-33.391476,-70.5831,Vitacura,Espoz
1589167251,15750,112.0,190.0,140.0,,,3,3,,,,,,,,,-33.3906975,-70.5818789,Vitacura,Espoz
1571999163,15990,114.0,160.0,140.0,20.0,5,4,3,2,1,1,2,4,Semi piso,NOSP,50,-33.3918266,-70.5829954,Vitacura,Espoz
2855651486,19900,90.0,270.0,220.0,50.0,,3,4,3,1,,,,Departamento,,26,-33.3917573,-70.5834157,Vitacura,Luis Carrera
1588643487,22000,76.0,386.0,286.0,100.0,,4,4,2,1,1,2,1,Departamento,,26,-33.3917573,-70.5834157,Vitacura,Luis Carrera
1588032797,22900,218.0,146.0,105.0,41.0,,2,3,2,1,10,7,9,Departamento,N,0,-33.3931854,-70.5885574,Vitacura,Candelaria Goyenechea
2855490558,22900,93.0,286.0,246.0,40.0,,3,4,4,1,2,2,4,Penthhouse,,16,-33.3916185,-70.5838257,Vitacura,Luis Carrera
1588207645,22900,93.0,286.0,246.0,40.0,,3,4,4,1,2,2,4,Penthhouse,,16,-33.3916185,-70.5838257,Vitacura,Luis Carrera
1584654061,17800,82.0,222.0,216.0,6.0,,2,3,2,1,5,,,Departamento,,26,-33.3927264,-70.581014,Vitacura,Avenida Luis Pasteur
1589740143,14950,93.0,180.0,160.0,20.0,,3,3,2,1,,,,Departamento,,6,-33.3917573,-70.5834157,Vitacura,Luis Carrera
2855651350,10800,109.0,112.0,99.0,13.0,,3,2,2,1,9,4,3,Departamento,,6,-33.3964982,-70.584521,Vitacura,El Retiro
1585478371,8900,85.0,114.0,104.0,10.0,,3,3,1,1,6,,,Departamento,,30,-33.3917573,-70.5834157,Vitacura,Luis Carrera
1588272805,14900,149.0,140.0,100.0,60.0,,2,2,2,1,,,,Penthhouse,,6,-33.3931854,-70.5885574,Vitacura,Candelaria Goyenechea
2824919656,13500,96.0,140.0,140.0,6.0,,3,3,2,1,1,2,3,Departamento,,20,-33.391476,-70.5831,Vitacura,Espoz
2820316424,22500,93.0,260.0,240.0,20.0,,5,4,3,1,1,2,2,Departamento,,20,-33.3917573,-70.5834157,Vitacura,Luis Carrera
2820252688,25800,107.0,280.0,240.0,40.0,,6,5,3,1,4,2,4,Dúplex,,21,-33.3917573,-70.5834157,Vitacura,Luis Carrera
1564259559,16000,114.0,165.0,140.0,25.0,5,4,3,2,1,6,,,Departamento,NOSP,,-33.3918266,-70.5829954,Vitacura,Espoz
2743384218,32950,119.0,276.0,276.0,,,4,3,3,2,,2,7,,,,-33.3925838,-70.5835517,Vitacura,La Perouse
2743421178,25800,92.0,239.0,279.0,,,5,4,3,1,4,,,Dúplex,,20,-33.3917573,-70.5834157,Vitacura,Luis Carrera
1534107765,16200,115.0,163.0,140.0,,,3,4,2,1,,,,Departamento,SP,,-33.3925737,-70.5835795,Vitacura,La Perouse
1591338025,23000,164.0,140.0,140.0,,,3,2,2,1,,,,Departamento,N,0,-33.3901971,-70.5806831,Vitacura,Jacques Cazotte
2786905300,18800,98.0,210.0,190.0,20.0,,4,,,,,,,,,,-33.3925838,-70.5835517,Vitacura,La Perouse
1533681521,21600,77.0,280.0,280.0,,,5,5,3,1,,,,Dúplex,,,-33.3917573,-70.5834157,Vitacura,Luis Carrera
2777064798,29500,99.0,330.0,297.0,30.0,,6,3,3,1,2,1,1,Dúplex,O,15,-33.3888023,-70.5803143,Vitacura,Jacques Cazotte
1532926193,20000,89.0,224.0,224.0,,,4,4,2,1,,,,-,Nor / Oriente,0,-33.3913332,-70.5806068,Vitacura,Luis Pasteur
1572229587,13000,97.0,155.0,133.0,22.0,,3,3,4,1,,,,Departamento,NP,0,-33.3937926,-70.5888066,Vitacura,Candelaria Goyenechea
1532951827,28300,119.0,295.66,237.0,58.66,,5,4,3,1,2,,,Dúplex,Oriente,0,-33.3952566,-70.5887753,Vitacura,Avenida Américo Vespucio Norte
1540085347,18300,98.0,211.0,186.0,25.0,,4,4,2,1,,2,,Departamento,,0,-33.3966879,-70.5861971,Vitacura,Bartolomé De Las Casas
1589187107,12900,86.0,158.0,150.0,8.0,3,3,3,1,,2,3,2,Dúplex,SO,20,-33.39305,-70.57896,Vitacura,Chapultepec
1533687403,11200,107.0,114.0,104.0,10.0,,3,,,,,,,,,,-33.3968558,-70.5765123,Vitacura,Las Hualtatas
1587877743,14900,109.0,178.95,136.45,42.5,,3,4,2,1,5,,5,Departamento,,7,-33.3975787,-70.5754126,Vitacura,Cardenal Belarmino
1589100849,11850,94.0,110.0,125.0,15.0,,3,2,2,1,6,2,3,Departamento,N,15,-33.3948593,-70.5732908,Vitacura,Las Hualtatas
1571729959,17510,156.0,282.0,112.0,170.0,,3,4,2,1,6,4,6,Penthhouse,SP,3,-33.3927713,-70.5781714,Vitacura,Querétaro
2791847286,17800,141.0,149.0,126.0,23.0,,3,3,2,1,1,6,3,Departamento,N,0,-33.3929685,-70.5765109,Vitacura,Avenida Vitacura
2791869810,10800,150.0,85.0,72.0,13.0,,2,2,2,1,1,6,4,Departamento,S,0,-33.3927868,-70.5764844,Vitacura,Avenida Vitacura
2851471802,16650,134.0,274.0,124.0,150.0,,3,4,,,6,6,6,Departamento,NOSP,2,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
2851549522,11590,112.0,112.0,103.0,9.0,,3,3,,,6,6,2,Departamento,SO,2,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1555151245,12000,106.0,133.0,113.0,20.0,5,3,3,2,1,15,2,12,Departamento,NP,16,-33.398376,-70.575188,Vitacura,Cardenal Belarmino
2836067568,16500,147.0,270.0,111.83,158.0,,3,4,2,1,6,6,6,Penthhouse,SP,1,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1575916383,13558,130.0,112.92,104.17,8.75,,3,3,,,,,2,Departamento,S,0,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
2819281462,17300,155.0,281.0,111.0,143.0,,3,4,2,1,6,,6,Penthouse,SP,3,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1585276819,17370,137.0,198.0,126.0,72.0,,3,3,,,4,,1,Departamento,N,2,-33.3929784,-70.5726645,Vitacura,Avenida Manquehue Norte
1572895507,12040,121.0,112.0,99.0,8.75,,3,3,2,1,6,,2,Departamento,SO,0,-33.391899,-70.5765624,Vitacura,Cuernavaca
1571669343,12590,122.0,113.0,103.0,10.0,3,3,3,2,1,6,12,2,Departamento,S,1,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1572032521,17510,150.0,275.0,116.0,159.0,7,3,3,2,1,6,2,,Departamento,NOSP,4,-33.3916542,-70.5795161,Vitacura,Querétaro
2740578334,12000,85.0,170.0,140.0,30.0,3,3,3,3,1,,,,Departamento,NP,0,-33.3988826,-70.5747513,Vitacura,Avenida Presidente Kennedy Lateral
1578293849,10500,106.0,112.0,99.0,13.0,2,2,2,2,1,,,,,NP,3,-33.3918363,-70.5778498,Vitacura,Chapultepec
1574880815,12750,108.0,130.0,117.0,13.0,,3,3,2,2,5,6,4,Departamento,NP,8,-33.397974,-70.5763317,Vitacura,Luis Carrera
2860112982,12900,88.0,150.0,145.0,5.0,,4,3,1,,3,,2,Departamento,SO,20,-33.3931172,-70.579115,Vitacura,Chapultepec
2857736986,12090,122.0,112.0,99.0,13.0,3,3,3,2,1,,,,Semi piso,S,0,-33.3930187,-70.5779142,Vitacura,Nueva Querétaro
2852252330,17490,157.0,281.0,111.0,170.0,3,3,4,2,1,,,,Semi piso,SO,0,-33.3925266,-70.5786998,Vitacura,Chapultepec
2859457214,9900,128.0,102.38,77.0,22.23,,2,2,2,1,5,6,4,Departamento,S,8,-33.3956241,-70.573407,Vitacura,Exequiel Plaza
1589770105,10990,119.0,97.0,92.0,,,2,2,1,1,3,,,Departamento,,3,-33.3922579,-70.5784101,Vitacura,Chapultepec
2864196294,16500,137.0,280.0,120.0,150.0,,3,4,2,1,6,4,6,Departamento,SP,0,-33.393437,-70.5772628,Vitacura,Avenida Vitacura
2859737948,11900,103.0,132.0,115.0,17.0,,3,3,2,,,4,,Departamento,O,15,-33.3966465,-70.5748212,Vitacura,Teresa Concha
1585330937,14923,138.0,114.0,108.0,6.0,,3,3,,,,,,Departamento,S,0,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1571155589,11300,157.0,85.8,71.9,13.9,2,2,2,,,4,,,Departamento,S,0,-33.3927866,-70.5769865,Vitacura,Nazca
1571207279,12430,151.0,105.7,81.8,23.9,2,2,2,1,1,,8,,Departamento,S,0,-33.3927866,-70.5769865,Vitacura,Nazca
2857985482,12800,87.0,147.0,147.0,,,3,3,2,,2,,,Departamento,,9,-33.3977408,-70.5762731,Vitacura,Luis Carrera
2806455448,22900,88.0,320.0,260.0,60.0,,5,5,4,2,6,4,6,Departamento,,20,-33.3980671,-70.5745147,Vitacura,Teresa Concha
1539644523,10900,132.0,87.0,82.0,5.0,2,2,2,1,1,6,7,100,Departamento,,3,-33.3916557,-70.578168,Vitacura,Chapultepec
1539605537,11800,138.0,95.0,85.0,10.0,2,2,2,1,,4,8,3,Departamento,NP,2,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
2849301438,11790,105.0,120.0,112.0,8.0,6,3,3,2,1,6,9,2,Departamento,S,3,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1555279169,13990,93.0,190.0,150.0,,4,4,4,3,1,,,,,,0,-33.3947166,-70.5721506,Vitacura,Las Hualtatas
2794914580,15908,1.0,292675.0,12375.0,,3,3,,,,,,,,,,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1580045893,16650,143.0,274.69,116.01,158.68,,3,,,,,,,,,,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
2788715598,8990,96.0,108.0,92.84,15.16,,3,3,1,1,,,,-,Sur-Oriente,0,-33.3934592,-70.5795927,Vitacura,Luis Carrera
1577193933,10500,119.0,96.0,88.0,8.0,2,2,2,1,1,8,5,6,Departamento,SP,2,-33.3917437,-70.5789493,Vitacura,Querétaro
2740523680,6190,103.0,1.0,60.0,,4,2,2,1,,,,,Departamento,N,28,-33.3908414,-70.5760189,Vitacura,Chapultepec
2855680872,10990,122.0,97.0,90.0,7.0,,2,2,1,1,8,5,307,Departamento,,1,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
2858495194,11900,103.0,132.0,115.0,17.0,,3,3,2,,,,5,Departamento,O,0,-33.3966465,-70.5748212,Vitacura,Teresa Concha
2864009820,11800,104.0,140.0,113.0,27.0,6,,,,,,,,,,,-33.3986676,-70.5744938,Vitacura,Avenida Presidente Kennedy Lateral
1577492539,17490,156.0,282.0,112.0,170.0,6,3,4,2,1,6,4,6,Departamento,NOSP,0,-33.3929112,-70.5778069,Vitacura,Nueva Querétaro
1587747109,16990,60.0,433.0,281.0,152.0,7,3,4,2,1,6,8,6,Departamento,SP,1,-33.3930223,-70.5782154,Vitacura,Nueva Querétaro
1565327099,25000,170.0,358.0,146.7,,,3,4,2,,6,6,6,Penhouse,Nor-Oriente,3,-33.3923737,-70.5794729,Vitacura,Guadalajara
1588315909,26050,168.0,314.0,155.0,159.0,6,4,3,2,1,7,,7,Penthhouse,,20,-33.393428,-70.5797009,Vitacura,Chapultepec
1592474631,14150,108.0,142.2,130.0,12.2,,,3,2,1,,3,18,Departamento,,0,-33.393346,-70.5777603,Vitacura,Avenida Vitacura
