link,nombre,fecha_consultado,fecha_publicado,divisa,monto,ppm2,ppm2_avg,superficie_t,superficie_u,terraza,ambientes,dormitorios,banos,ubicacion,estacionamiento,bodegas,cantidad_pisos,dep_por_piso,piso,tipo_depto,orientacion,antiguedad,gastos_comunes,coordenadas
https://portalinmobiliario.com/MLC-2848687562-plaza-de-armas-de-san-bernardo-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=bc34b94f-c4e7-4cf5-8c04-88d38d369a66,Plaza De Armas De San Bernardo,2025-05-12,Publicado hace 2 meses,$,130.000.000,56 UF/m²,49 UF/m²,59 m²,59 m²,,2,2,1,"Plaza De Armas De San Bernardo, Plaza de Armas de San Bernardo, San Bernardo, RM (Metropolitana)",,1,,,,Semi piso,O,0 años,,-33.5923427%2C-70.701524
https://portalinmobiliario.com/MLC-2724072064-departamento-camino-los-ingleses-id-138943-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=38ca40b1-18b5-4bd0-a5e0-a80de846f027,Departamento Camino Los Ingleses Id: 138943,2025-05-12,Publicado hace 7 meses por Houm,UF,2.900,48 UF/m²,51 UF/m²,60 m²,60 m²,,2,2,2,"Camino Los Ingleses, Valparaíso, Valparaíso",1,1,,,,Departamento,N,7 años,,-33.0556946%2C-71.5885759
https://portalinmobiliario.com/MLC-1557943581-amplio-departamento-con-espectacular-vista-al-mar-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=ba75cdd1-9b8b-4742-b1f0-3d9ad7ec9233,Amplio Departamento Con Espectacular Vista Al Mar,2025-05-12,,UF,12.600,90 UF/m²,83 UF/m²,147 m²,140 m²,7 m²,5,5,3,"Viña Del Mar, Reñaca, Viña Del Mar, Valparaíso",2,1,26,3,10,Departamento,NP,23 años,,-32.9593263%2C-71.5443766
https://portalinmobiliario.com/MLC-2846855474-vista-despejada-comodos-espacios-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=2fe04eb3-dd16-4f87-a0cd-6b607a43da9d,"Vista Despejada, Cómodos Espacios",2025-05-12,Publicado hace 2 meses,UF,6.440,92 UF/m²,91 UF/m²,76 m²,70 m²,4 m²,3,3,2,"Pucara 5310, Metro Simón Bolivar, Ñuñoa, RM (Metropolitana)",1,1,,,12,Semi piso,,10 años,,-33.4441775%2C-70.5762769
https://portalinmobiliario.com/MLC-1537512909-venta-departamento-san-miguel-1-dorm-1-b-metro-ciudad-nino-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=245915cf-ab09-4dd6-a851-ab56a94d8444,Venta Departamento San Miguel 1 Dorm 1 B. Metro Ciudad Niño ,2025-05-12,Publicado hace 6 meses por Fuenzalida Santiago Centro,UF,1.900,63 UF/m²,69 UF/m²,30 m²,30 m²,,,1,1,"Cran Avenida/lo Ovalle, Ciudad del Niño, San Miguel, RM (Metropolitana)",,,20,,4,Cocina Incorporada,Nor-poniente,17 años,,-33.5142761%2C-70.6570325
https://portalinmobiliario.com/MLC-2859810124-estupendo-departamento-luis-carrera-kennedy-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=cfa07445-e498-4f09-bf58-3385cadf861c,Estupendo Departamento Luis Carrera / Kennedy.,2025-05-12,Publicado hace 54 días,UF,12.300,80 UF/m²,95 UF/m²,172 m²,153 m²,19 m²,,4,4,"Luis Carrera 1020, 7630716 Vitacura, Región Metropolitana, Chile, Pío XI, Vitacura, RM (Metropolitana)",2,1,,2,12,,SP,25 años,,-33.3994002%2C-70.5759703
https://portalinmobiliario.com/MLC-1566537563-departamento-santiago-centro-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=f0480ecd-0b66-4015-9c0b-15d580847a16,Departamento Santiago Centro ,2025-05-12,Publicado hace 4 meses,UF,2.290,63 UF/m²,67 UF/m²,38 m²,36 m²,2 m²,,1,1,"Santiago, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",1,,20,5,5,Departamento,SO,10 años,,-33.4354076%2C-70.6543125
https://portalinmobiliario.com/MLC-2762896528-departamento-compania-id-89621-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=50cdfe25-bc5d-418e-b4c1-25e439840653,Departamento Compañía Id: 89621,2025-05-12,Publicado hace 6 meses por Houm,UF,2.000,50 UF/m²,57 UF/m²,45 m²,40 m²,,2,2,1,"Compañía, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",,,,,2,Departamento,,26 años,,-33.4426892%2C-70.6958912
https://portalinmobiliario.com/MLC-1578254675-22380-penthouse-club-manquehue-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=3ed383b1-a353-4f90-8cd7-d33ea5b5e447,22380 - Penthouse / Club Manquehue,2025-05-12,Publicado hace 2 meses por Borquez Y Asociados,UF,17.500,156 UF/m²,105 UF/m²,270 m²,112 m²,158 m²,3,3,3,"Estadio Manquehue, Vitacura, RM (Metropolitana)",,,,,,Penthhouse,SP,3 años,,-33.3924096%2C-70.5784077
https://portalinmobiliario.com/MLC-1577551991-departamento-en-venta-de-4-dorm-en-puerto-varas-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=e5b04e4c-9006-4fcd-bf19-cadd9e406108,Departamento En Venta De 4 Dorm. En Puerto Varas,2025-05-12,Publicado hace 2 meses,UF,21.490,100 UF/m²,81 UF/m²,247 m²,213 m²,34 m²,,4,5,"Hotel Casino Dreams, Puerto Varas, Los Lagos",3,1,5,3,3,Departamento,,6 años,,-41.3199987%2C-72.9800807
https://portalinmobiliario.com/MLC-1584724235-departamento-en-venta-el-milagro-2d2b-en-la-serena-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=94bdea52-c321-4113-ab6b-6cd60d104678,Departamento En Venta El Milagro 2d/2b. En La Serena,2025-05-12,Publicado hace 2 meses,UF,3.900,0 UF/m²,116 UF/m²,85 m²,,8 m²,,2,2,"El Milagro, San Joaquín, La Serena, Coquimbo",1,1,4,3,4,Departamento,P,12 años,,-29.9284151%2C-71.242498
https://portalinmobiliario.com/MLC-1574798355-departamento-en-venta-en-nunoa-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=aff054ae-670c-4a48-9370-1aa70a7cd636,Departamento En Venta En Ñuñoa,2025-05-12,Publicado hace 3 meses,$,133.000.000,48 UF/m²,71 UF/m²,70 m²,70 m²,,,2,2,"Metro Ñuble, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",1,1,8,7,,Departamento,P,29 años,,-33.4704823%2C-70.6233754
https://portalinmobiliario.com/MLC-2837361470-departamento-el-bosque-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=f15a5c8b-d49e-4dbc-a585-b769c19ac408,Departamento El Bosque,2025-05-12,Publicado hace 3 años,$,70.000.000,30 UF/m²,45 UF/m²,57 m²,60 m²,,,3,1,"General Körner 81, El Bosque, Chile, Alejandro Guzmán, El Bosque, RM (Metropolitana)",1,,,,3,,,,,-33.5507556%2C-70.6734185
https://portalinmobiliario.com/MLC-1573032149-camilo-ortuzar-n-4030-macul-venta-3d2b1e1b-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=d89f47be-2827-4313-823f-836b9d243f4e,Camilo Ortuzar N° 4030 - Macul Venta (3d+2b+1e+1b),2025-05-12,Publicado hace 1 año,UF,3.900,48 UF/m²,54 UF/m²,80 m²,80 m²,5 m²,,3,2,"Camilo Ortúzar 4030, Macul, Chile, Metro Las Torres, Macul, RM (Metropolitana)",1,1,18,6,,Departamento,,10 años,,-33.5054691%2C-70.5910713
https://portalinmobiliario.com/MLC-1561857905-miguel-de-olivaresnataniel-cox-73951-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=3a71441b-2a41-4e33-90e2-fe19397411ba,Miguel De Olivares/nataniel Cox (73951),2025-05-12,Publicado hace 4 meses,UF,5.900,39 UF/m²,63 UF/m²,150 m²,150 m²,,,6,3,"Nataniel Cox 210, Bulnes, Santiago, RM (Metropolitana)",,,7,6,3,Departamento,NP,75 años,,-33.4489586%2C-70.6532617
https://portalinmobiliario.com/MLC-2862198918-oportunidad-metro-chile-espana-3d2b2b-2-estacionamientos-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=2bf969e9-66e4-4166-ba09-f958c5e7d919,Oportunidad! Metro Chile España 3d/2b/2b/ 2 Estacionamientos,2025-05-12,Publicado hace 47 días,UF,4.600,57 UF/m²,83 UF/m²,80 m²,80 m²,,,3,2,"Exequiel Fernández 300 - 600, Estadio Nacional, Ñuñoa, RM (Metropolitana)",1,2,12,6,2,Departamento,SO,24 años,,-33.4594459%2C-70.6000635
https://portalinmobiliario.com/MLC-2841593936-venta-dpto-2d-2b-ultimo-piso-pza-egana-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=aedf225b-ff4a-47e8-8f2b-dc9e5ce815e8,Venta Dpto. 2d 2b Último Piso Pza. Egaña,2025-05-12,,UF,5.200,89 UF/m²,84 UF/m²,63 m²,58 m²,5 m²,2,2,2,"Plaza Egaña, Ñuñoa, RM (Metropolitana)",1,1,5,6,5,Departamento,S,1 años,,-33.450225%2C-70.578455
https://portalinmobiliario.com/MLC-2860794180-departamento-en-venta-de-2-dorm-en-vina-del-mar-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=04d6e1f3-cfc5-4c9b-9908-24f977c7196c,Departamento En Venta De 2 Dorm. En Viña Del Mar,2025-05-12,Publicado hace 52 días,UF,3.995,61 UF/m²,70 UF/m²,70 m²,65 m²,5 m²,,2,2,"8 Norte / 4 Poniente, Libertad, Viña Del Mar, Valparaíso",1,,,,5,Departamento,SP,38 años,,-33.0151142%2C-71.5536761
https://portalinmobiliario.com/MLC-1535429911-penthouse-duplex-terraza-panoramica-piscina-privada-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=1c1d06a5-bfcc-4978-a729-cb89b2b0557c,Penthouse Duplex / Terraza Panoramica / Piscina Privada,2025-05-12,Publicado hace 7 meses,UF,57.000,0 UF/m²,145 UF/m²,430 m²,,265 m²,,3,4,"Penthouse Duplex / Terraza Panoramica / Piscina Privada, La Dehesa, Lo Barnechea, RM (Metropolitana)",4,1,2,2,,Departamento,,0 años,,-33.3598795%2C-70.5429789
https://portalinmobiliario.com/MLC-1584650651-funcional-departamento-2d-1b-bodega-y-estacionamiento-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=56659e02-1636-4f23-a39e-20931ee6021c,"Funcional Departamento 2d, 1b, Bodega Y Estacionamiento ",2025-05-12,Publicado hace 8 meses,UF,2.232,57 UF/m²,67 UF/m²,39 m²,39 m²,,,2,1,"San Diego 1473, Parque O'Higgins, Santiago, RM (Metropolitana)",1,1,20,,5,Departamento,O,10 años,,-33.4653292%2C-70.6489784
https://portalinmobiliario.com/MLC-1584544883-departamento-en-venta-de-1-dorm-en-las-condes-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=5eb91e69-4688-4305-984c-58c0af8f8745,Departamento En Venta De 1 Dorm. En Las Condes,2025-05-12,,UF,5.200,106 UF/m²,151 UF/m²,55 m²,49 m²,6 m²,,1,1,"Los Militares Con Alonso De Córdova, Nueva Las Condes, Las Condes, RM (Metropolitana)",1,1,20,4,14,Departamento,SO,20 años,,-33.4071267%2C-70.5764588
https://portalinmobiliario.com/MLC-1580453721-maitencillo-impecable-departamento-con-vista-al-mar-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=f842a37e-e9a5-4713-abea-a1e9ef9f2b6a,"Maitencillo, Impecable Departamento Con Vista Al Mar",2025-05-12,,UF,11.500,116 UF/m²,115 UF/m²,122 m²,99 m²,1 m²,3,3,2,"Maitencillo, Impecable Departamento Con Vista Al Mar, Maitencillo, Puchuncaví, Valparaíso",2,1,1,2,4,Departamento,P,12 años,,-32.6483393%2C-71.4380498
https://portalinmobiliario.com/MLC-1582097579-depto-42m2-1d-1b-estac-bodega-general-jofre-110-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=8a39b489-02cf-49ac-bc0f-52fdc640b04e,"Depto. 42m2 1d +1b  Estac + Bodega, General Jofré 110",2025-05-12,Publicado hace 2 meses,UF,2.800,66 UF/m²,75 UF/m²,42 m²,42 m²,"7,5 m²",,1,1,"Gral. Jofré 110, Santiago, Santa Isabel, Santiago, RM (Metropolitana)",1,1,,,8,Departamento,P,,,-33.4445764%2C-70.6346222
https://portalinmobiliario.com/MLC-1565486917-venta-departamento-cerca-casino-enjoy-coquimbo-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=1d94b228-4d0b-4c1b-b26e-dffd77c97c61,Venta Departamento Cerca Casino Enjoy Coquimbo,2025-05-12,Publicado hace 4 meses,UF,3.450,65 UF/m²,62 UF/m²,53 m²,53 m²,2 m²,,2,1,"Avenida del Mar, La Serena, Coquimbo",1,,1,4,,Departamento,P,1 años,,-29.945705%2C-71.288513
https://portalinmobiliario.com/MLC-2858422956-departamento-se-aceptan-ofertasdomingo-bondi-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=c547990d-41ef-4b78-b4d3-fd43e8f20bf4,Departamento ¡oferta!/domingo Bondi,2025-05-12,Publicado hace 56 días,UF,8.490,70 UF/m²,91 UF/m²,130 m²,120 m²,10 m²,3,,,Verifica que el inmueble exista y desconfía si te dicen que necesitan vender o arrendar con urgencia.,,,,,,,,,,-33.418929%2C-70.5691693
https://portalinmobiliario.com/MLC-2794562292-monjitas-san-antonio-1d1b-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=ad9bb026-6248-49f1-a94c-e6c68b93473b,Monjitas San Antonio 1d/1b ,2025-05-12,Publicado hace 2 años,UF,2.350,73 UF/m²,67 UF/m²,35 m²,32 m²,,,1,1,Verifica que el inmueble exista y desconfía si te dicen que necesitan vender o arrendar con urgencia.,,,,,,,,,,-33.4369682%2C-70.6477287
https://portalinmobiliario.com/MLC-1536804821--penthouse-duplex-plaza-del-hoyo--_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=2b251926-9249-4da7-a62f-832642f1fbf1,*** Penthouse Duplex *** Plaza Del Hoyo ***,2025-05-12,Publicado hace 1 año,UF,24.800,99 UF/m²,87 UF/m²,370 m²,250 m²,,,4,4,"Aurelio González 3600, 7630411 Vitacura, Región Metropolitana, Chile, Parque Bicentenario, Vitacura, RM (Metropolitana)",2,1,,,,,NP,,,-33.4029592%2C-70.5996981
https://portalinmobiliario.com/MLC-2860768108-excelente-oportunidad-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=0d90b4ea-38c2-4c17-9cdd-838aa064659b,¡excelente Oportunidad!,2025-05-12,,UF,3.400,56 UF/m²,56 UF/m²,60 m²,60 m²,,,2,2,Revisa el remitente de los e-mails y asegúrate que sean enviados por Portalinmobiliario.com o tu asesor inmobiliario designado.,,,,,,,,,,-33.4362818%2C-70.6543368
https://portalinmobiliario.com/MLC-1586047279-departamento-en-venta-de-3-dorm-en-quilicura-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=6b6f631f-953a-41ee-b032-1b88e6d8ff27,Departamento En Venta De 3 Dorm. En Quilicura,2025-05-12,Publicado hace 1 mes,$,110.000.000,48 UF/m²,43 UF/m²,58 m²,58 m²,,,3,2,"Ramon Vergara 99, Mall Arauco Quilicura, Quilicura, RM (Metropolitana)",1,,,,,Departamento,,15 años,,-33.3626385%2C-70.7234557
https://portalinmobiliario.com/MLC-2854136450-departamento-en-venta-en-barrio-toesca-85212-_JM#polycard_client=search-nordic&position=18&search_layout=gallery&type=item&tracking_id=1f938e87-606c-455c-b091-4a811775f8f6,Departamento En Venta  En Barrio Toesca (85212),2025-05-12,Publicado hace 2 meses,UF,2.150,65 UF/m²,68 UF/m²,37 m²,33 m²,4 m²,,1,1,"Avenida Ejército Libertador 1 - 300, Ejército - Toesca, Santiago, RM (Metropolitana)",1,1,8,4,1,Departamento,,15 años,,-33.4539662%2C-70.660018
https://portalinmobiliario.com/MLC-1583992603-departamento-en-venta-en-santiago-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=ff6a51f5-d7d0-410d-a52c-88862b1321aa,Departamento En Venta En Santiago,2025-05-12,Publicado hace 2 meses,UF,2.754,59 UF/m²,67 UF/m²,49 m²,46 m²,3 m²,,1,,Verifica que el inmueble exista y desconfía si te dicen que necesitan vender o arrendar con urgencia.,,,,,,,,,,-33.4354718%2C-70.6565208
https://portalinmobiliario.com/MLC-1549248029-vendo-hermoso-departamento-3-dormitorios-estacionamiento-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=45be6fef-40ef-4221-aeca-03cc6108994f,Vendo Hermoso Departamento 3 Dormitorios Estacionamiento ,2025-05-12,Publicado hace 11 meses,UF,3.250,47 UF/m²,55 UF/m²,69 m²,69 m²,6 m²,,3,2,"Avenida Centenario, San Miguel, Chile, Ciudad del Niño, San Miguel, RM (Metropolitana)",1,,5,5,2,Departamento,SO,25 años,,-33.5133403%2C-70.6553892
https://portalinmobiliario.com/MLC-2848585252-departamento-en-venta-de-3-dorm-balmaceda-2914-santiago-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=fea01474-1f85-4e6c-8614-eb3e4b88bf06,"Departamento En Venta De 3 Dorm Balmaceda 2914, Santiago",2025-05-12,Publicado hace 2 meses,$,78.000.000,37 UF/m²,50 UF/m²,53 m²,53 m²,,,3,2,Verifica que el inmueble exista y desconfía si te dicen que necesitan vender o arrendar con urgencia.,,,,,,,,,,-33.4269062%2C-70.6771483
https://portalinmobiliario.com/MLC-1582556767-okinawa-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=cb423f33-415c-4ddb-a63c-26af420b134b,Okinawa,2025-05-12,Publicado hace 2 meses,UF,2.590,0 UF/m²,82 UF/m²,"34,53 m²",,,1,1,1,"Okinawa 6930, Plaza Vespucio, La Florida, RM (Metropolitana)",,,8,,,,,3 años,,-33.5190374%2C-70.598292
https://portalinmobiliario.com/MLC-1584440979-luminoso-departamento-cerano-a-mall-sport-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=2a2b23c9-e807-47be-b6ff-cd6314a8d020,Luminoso Departamento Cerano A Mall Sport!,2025-05-12,Publicado hace 2 meses,UF,7.300,108 UF/m²,107 UF/m²,73 m²,67 m²,6 m²,,2,2,"Mall Sport, Plaza San Enrique, Lo Barnechea, RM (Metropolitana)",2,1,15,10,,Departamento,NP,12 años,,-33.3689486%2C-70.5043973
https://portalinmobiliario.com/MLC-2824876908-en-venta-departamento-duplex-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=09c03252-f3b4-45e7-a6a0-28f3e638c378,En Venta Departamento Duplex,2025-05-12,Publicado hace 10 meses,$,90.000.000,41 UF/m²,57 UF/m²,56 m²,56 m²,,,2,1,"Avenida Ejército Libertador, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)",,1,4,4,3,Dúplex,O,20 años,,-33.4519319%2C-70.660507
https://portalinmobiliario.com/MLC-2855299170-se-vende-hermoso-departamento-ubicado-en-la-comuna-de-maipul-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=390cc159-86bb-40e0-a602-980d11ff00eb,Se Vende Hermoso Departamento Ubicado En La Comuna De Maipul,2025-05-12,Publicado hace 4 meses,$,90.000.000,46 UF/m²,53 UF/m²,50 m²,50 m²,3 m²,,2,1,"Av. Américo Vespucio 1264, Maipú, El Rosal, Maipú, RM (Metropolitana)",1,1,15,4,1,Departamento,,10 años,,-33.4769998%2C-70.7575352
https://portalinmobiliario.com/MLC-2851890602-departamento-2d-1b-maravillosa-vista-oriente-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=8dbc9ca3-7327-4258-9dcf-cf3df4e0c58e,Departamento 2d 1b Maravillosa Vista Oriente,2025-05-12,Publicado hace 2 meses,UF,2.500,50 UF/m²,63 UF/m²,54 m²,50 m²,,,2,1,"Avenida Santa Maria 571, Patronato, Recoleta, RM (Metropolitana)",,,,,,,,,,-33.432861%2C-70.6467016
https://portalinmobiliario.com/MLC-1574799427-moderno-equipamiento-departamento-en-venta-en-valparaiso-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=07ca4448-e91c-421c-8397-8a414c6d4488,Moderno Equipamiento Departamento En Venta En Valparaíso,2025-05-12,Publicado hace 3 meses,$,104.000.000,62 UF/m²,93 UF/m²,46 m²,43 m²,3 m²,,2,1,"Frankfurt Con Hamburgo, Cerro Placeres, Valparaíso, Valparaíso",1,,22,6,,Departamento,SP,3 años,,-33.0454674%2C-71.577975
https://portalinmobiliario.com/MLC-2709539522-departamento-en-venta-en-lo-barnechea-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=cc7b2b01-14e8-4168-812e-55af5842970d,Departamento En Venta En Lo Barnechea,2025-05-12,,UF,6.990,122 UF/m²,106 UF/m²,65 m²,57 m²,8 m²,,2,2,"El Rodeo, Antigua Lo Barnechea, Lo Barnechea, RM (Metropolitana)",2,1,3,10,1,Departamento,O,5 años,,-33.3529738%2C-70.50903
https://portalinmobiliario.com/MLC-2840723198-departamento-en-ventaen-comuna-de-la-florida-_JM#polycard_client=search-nordic&position=32&search_layout=gallery&type=item&tracking_id=5f9d24f7-7f5a-4a1d-813e-4a2bff738983,Departamento En Venta En Comuna De La Florida,2025-05-12,Publicado hace 3 meses,UF,4.000,74 UF/m²,57 UF/m²,54 m²,54 m²,,,2,2,"Millaray 300 - 450, Comuna De La Florida. Cond Mirador Activa, Metro Mirador, La Florida, RM (Metropolitana)",1,1,,,,Departamento,,0 años,,-33.5149681%2C-70.6103294
https://portalinmobiliario.com/MLC-1584601233-venta-amplio-dpto-3d2b-alcantara-vaticano-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=0ad788eb-5d3b-421b-8f6f-cb6511a203f3,"Venta Amplio Dpto. 3d/2b, Alcantara / Vaticano",2025-05-12,Publicado hace 2 meses,UF,7.600,78 UF/m²,93 UF/m²,119 m²,97 m²,22 m²,3,3,2,"Alcántara / Vaticano / Metro Colón, Vaticano, Las Condes, RM (Metropolitana)",1,1,10,,,Departamento,SO,28 años,,-33.4263098%2C-70.584871
https://portalinmobiliario.com/MLC-1591256837-departamento-en-venta-condominio-los-aradanos-los-carrea-883-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=cb9146a8-f5bf-4197-985f-7826d7d658f7,Departamento En Venta Condominio Los Arádanos Los Carrea 883,2025-05-12,Publicado hace 2 meses,$,82.000.000,36 UF/m²,46 UF/m²,"57,65 m²","57,65 m²",,,2,1,"Av. Los Carrera 883, Los Angeles, Los Ángeles, Los Ángeles, Biobío",1,,,,4,Departamento,,1 años,,-37.4827809%2C-72.3480628
https://portalinmobiliario.com/MLC-1565845939-departamento-en-venta-de-dos-dormitorios-comuna-de-conchali-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=24787041-a33c-498f-b4a2-78b4b62fa49a,Departamento En Venta De Dos Dormitorios Comuna De Conchalí ,2025-05-12,Publicado hace 1 año,$,72.000.000,39 UF/m²,84 UF/m²,47 m²,47 m²,,,2,1,"Ernesto Ried 5805, Conchalí, Chile, Cardenal Caro, Conchalí, RM (Metropolitana)",,,4,2,4,Departamento,O,6 años,,-33.3714938%2C-70.6806269
https://portalinmobiliario.com/MLC-1572222385-departamento-studio-en-edificio-smart-isla-teja-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=e667d504-1fae-4450-98dd-1d398695be1e,Departamento Studio En Edificio Smart Isla Teja ,2025-05-12,Publicado hace 9 meses,UF,2.615,106 UF/m²,213 UF/m²,"24,44 m²","24,44 m²",,,1,1,"Los Laureles 270, 5090000 Valdivia, Los Ríos, Chile, Isla Teja, Valdivia, Los Ríos",,,,,3,Departamento,NP,2 años,,-39.8140658%2C-73.255052
https://portalinmobiliario.com/MLC-1586779309-se-vende-departamento-condominio-fuentes-de-chiguayante-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=e6d507ff-a485-4695-b919-c3f2d4cc6fdc,Se Vende Departamento Condominio Fuentes De Chiguayante,2025-05-12,Publicado hace 59 días,UF,1.814,,,54 m²,51 m²,3 m²,4,3,1,"Se Vede Departamento Condominio Fuentes De Chiguayante, La Leonera, Chiguayante, Biobío",1,,3,4,3,Departamento,,10 años,,-36.9472963%2C-73.0183193
https://portalinmobiliario.com/MLC-1590733239-venta-amoblado-luminoso-3-d-2-b-balcon-uf-4300--_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=a970fc77-ce57-4392-8a5e-34ad2df410ce,Venta  Amoblado Luminoso 3 D 2 B  Balcón.  Uf 4300 . ,2025-05-12,Publicado hace 48 días,UF,4.300,,,88 m²,83 m²,5 m²,,3,3,"Bernardo O'higgins, Calama, Calama Poniente, Calama, Antofagasta",,1,8,6,,,,,,-22.4515935%2C-68.934299
https://portalinmobiliario.com/MLC-1585280773-departamento-2d-2b-cocina-cerrada-en-la-florida-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=0b4d1098-eb0d-41e9-9bb6-214f88d8f1fc,"Departamento 2d, 2b, Cocina Cerrada En La Florida",2025-05-12,Publicado hace 2 meses,UF,4.900,68 UF/m²,57 UF/m²,81 m²,72 m²,,,2,2,"Avenida La Florida 9423, La Florida Alto, La Florida, RM (Metropolitana)",1,,,,,,,,,-33.5427614%2C-70.5707508
https://portalinmobiliario.com/MLC-1586637333-precioso-y-comodo-departamento-en-villa-los-canelos-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=222bcbd2-4b7d-49dd-8f78-32dc46917ea6,Precioso Y Cómodo Departamento En Villa Los Canelos,2025-05-12,Publicado hace 59 días,UF,3.900,61 UF/m²,64 UF/m²,66 m²,63 m²,3 m²,2,2,2,"Vendo Precioso Departamento,  Villa Los Canelos, Villa San Pedro - Bayona, San Pedro De La Paz, Biobío",1,1,1,6,5,Departamento,P,10 años,,-36.8408063%2C-73.0960271
https://portalinmobiliario.com/MLC-1589220853-diego-de-almagro-willie-arthur-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=8a752ae7-e72a-459d-bfd5-10d2a85bd541,Diego De Almagro / Willie Arthur,2025-05-12,Publicado hace 52 días,UF,12.450,115 UF/m²,84 UF/m²,176 m²,108 m²,68 m²,,2,2,"Willie Arthur 2100 - 2400, Inés de Suárez, Providencia, RM (Metropolitana)",2,1,7,8,7,Departamento,,7 años,,-33.4430229%2C-70.6043621
https://portalinmobiliario.com/MLC-2805638624-departamento-en-venta-de-3-dorm-en-providencia-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=a95e09fe-520a-4df6-ad25-a9c1d863b21a,Departamento En Venta De 3 Dorm. En Providencia,2025-05-12,Publicado hace 4 meses por Grupo C&b Propiedades,UF,11.950,94 UF/m²,91 UF/m²,146 m²,126 m²,20 m²,,3,3,"Tobalaba / Eliodoro Yañez, Las Lilas, Providencia, RM (Metropolitana)",2,1,10,2,,Estándar,Nor-Poniente,45 años,,-33.425328%2C-70.5926079
